ApplicantID	MandiriTestID	Score
MANDIRI20210583	2	56
MANDIRI20210584	1	89
MANDIRI20210584	2	51
MANDIRI20210585	1	85
MANDIRI20210585	3	57
MANDIRI20210586	1	77
MANDIRI20210586	3	50
MANDIRI20210587	1	67
MANDIRI20210587	3	79
MANDIRI20210588	1	76
MANDIRI20210588	2	95
MANDIRI20210589	1	77
MANDIRI20210589	3	71
MANDIRI20210590	1	87
MANDIRI20210590	2	85
MANDIRI20210591	1	60
MANDIRI20210591	2	53
MANDIRI20210592	1	64
MANDIRI20210592	2	57
MANDIRI20210593	1	62
MANDIRI20210593	2	86
MANDIRI20210594	1	99
MANDIRI20210594	3	91
MANDIRI20210595	1	57
MANDIRI20210595	2	85
MANDIRI20210596	1	71
MANDIRI20210596	2	94
MANDIRI20210597	1	84
MANDIRI20210597	2	74
MANDIRI20210598	1	72
MANDIRI20210598	3	62
MANDIRI20210599	1	99
MANDIRI20210599	3	79
MANDIRI20210600	1	84
MANDIRI20210600	3	92
MANDIRI20210601	1	56
MANDIRI20210601	3	54
MANDIRI20210602	1	100
MANDIRI20210602	2	96
MANDIRI20210603	1	94
MANDIRI20210603	2	84
MANDIRI20210604	1	98
MANDIRI20210604	2	64
MANDIRI20210605	1	62
MANDIRI20210605	3	69
MANDIRI20210606	1	74
MANDIRI20210606	2	50
MANDIRI20210607	1	58
MANDIRI20210607	3	79
MANDIRI20210608	1	57
MANDIRI20210608	3	51
MANDIRI20210609	1	67
MANDIRI20210609	3	69
MANDIRI20210610	1	73
MANDIRI20210610	3	93
MANDIRI20210612	1	60
MANDIRI20210612	3	55
MANDIRI20210613	1	71
MANDIRI20210613	3	95
MANDIRI20210616	1	78
MANDIRI20210616	2	73
MANDIRI20210617	1	72
MANDIRI20210617	3	63
MANDIRI20210619	1	84
MANDIRI20210619	3	94
MANDIRI20210620	1	70
MANDIRI20210620	2	69
MANDIRI20210622	1	78
MANDIRI20210622	3	100
MANDIRI20210623	1	76
MANDIRI20210623	3	97
MANDIRI20210624	1	53
MANDIRI20210624	2	88
MANDIRI20210625	1	90
MANDIRI20210625	3	52
MANDIRI20210626	1	90
MANDIRI20210626	2	86
MANDIRI20210628	1	73
MANDIRI20210628	2	79
MANDIRI20210629	1	52
MANDIRI20210629	2	82
MANDIRI20210630	1	65
MANDIRI20210630	2	83
MANDIRI20210631	1	59
MANDIRI20210631	3	82
MANDIRI20210632	1	84
MANDIRI20210632	3	91
MANDIRI20210633	1	98
MANDIRI20210633	2	84
MANDIRI20210634	1	76
MANDIRI20210634	2	53
MANDIRI20210635	1	81
MANDIRI20210635	3	100
MANDIRI20210636	1	72
MANDIRI20210636	2	69
MANDIRI20210637	1	100
MANDIRI20210637	3	89
MANDIRI20210638	1	57
MANDIRI20210638	3	63
MANDIRI20210639	1	64
MANDIRI20210639	3	68
MANDIRI20210640	1	90
MANDIRI20210640	3	69
MANDIRI20210641	1	58
MANDIRI20210641	2	85
MANDIRI20210642	1	99
MANDIRI20210642	3	68
MANDIRI20210643	1	59
MANDIRI20210643	2	97
MANDIRI20210644	1	91
MANDIRI20210644	2	55
MANDIRI20210645	1	91
MANDIRI20210645	3	61
MANDIRI20210648	1	60
MANDIRI20210648	3	95
MANDIRI20210650	1	87
MANDIRI20210650	2	75
MANDIRI20210651	1	91
MANDIRI20210651	3	61
MANDIRI20210652	1	78
MANDIRI20210652	2	90
MANDIRI20210653	1	56
MANDIRI20210653	3	80
MANDIRI20210654	1	55
MANDIRI20210654	2	70
MANDIRI20210656	1	89
MANDIRI20210656	3	81
MANDIRI20210657	1	53
MANDIRI20210657	2	88
MANDIRI20210658	1	65
MANDIRI20210658	2	97
MANDIRI20210662	1	62
MANDIRI20210662	3	71
MANDIRI20210663	1	55
MANDIRI20210663	2	98
MANDIRI20210664	1	72
MANDIRI20210664	3	84
MANDIRI20210665	1	57
MANDIRI20210665	2	79
MANDIRI20210666	1	95
MANDIRI20210666	2	62
MANDIRI20210667	1	78
MANDIRI20210667	3	70
MANDIRI20210668	1	70
MANDIRI20210668	2	84
MANDIRI20210669	1	95
MANDIRI20210669	3	100
MANDIRI20210670	1	80
MANDIRI20210670	2	99
MANDIRI20210671	1	56
MANDIRI20210671	3	90
MANDIRI20210672	1	72
MANDIRI20210672	2	55
MANDIRI20210673	1	57
MANDIRI20210673	3	100
MANDIRI20210674	1	77
MANDIRI20210674	3	84
MANDIRI20210675	1	51
MANDIRI20210675	3	75
MANDIRI20210676	1	88
MANDIRI20210676	2	69
MANDIRI20210677	1	78
MANDIRI20210677	3	70
MANDIRI20210678	1	51
MANDIRI20210678	3	76
MANDIRI20210679	1	67
MANDIRI20210679	2	80
MANDIRI20210680	1	62
MANDIRI20210680	2	58
MANDIRI20210681	1	85
MANDIRI20210681	3	52
MANDIRI20210682	1	87
MANDIRI20210682	3	58
MANDIRI20210684	1	74
MANDIRI20210684	3	71
MANDIRI20210685	1	87
MANDIRI20210685	3	62
MANDIRI20210686	1	59
MANDIRI20210686	3	97
MANDIRI20210687	1	70
MANDIRI20210687	2	94
MANDIRI20210688	1	97
MANDIRI20210688	3	56
MANDIRI20210689	1	63
MANDIRI20210689	3	78
MANDIRI20210690	1	75
MANDIRI20210690	2	88
MANDIRI20210691	1	81
MANDIRI20210691	2	88
MANDIRI20210692	1	83
MANDIRI20210692	2	76
MANDIRI20210694	1	64
MANDIRI20210694	2	64
MANDIRI20210695	1	93
MANDIRI20210695	2	86
MANDIRI20210696	1	64
MANDIRI20210696	2	60
MANDIRI20210697	1	60
MANDIRI20210697	2	69
MANDIRI20210698	1	68
MANDIRI20210698	3	79
MANDIRI20210699	1	50
MANDIRI20210699	2	82
MANDIRI20210700	1	61
MANDIRI20210700	2	73
MANDIRI20210702	1	67
MANDIRI20210702	2	51
MANDIRI20210703	1	72
MANDIRI20210703	2	61
MANDIRI20210704	1	53
MANDIRI20210704	2	62
MANDIRI20210705	1	94
MANDIRI20210705	2	57
MANDIRI20210706	1	88
MANDIRI20210706	2	64
MANDIRI20210707	1	91
MANDIRI20210707	3	99
MANDIRI20210708	1	100
MANDIRI20210708	3	76
MANDIRI20210709	1	73
MANDIRI20210709	2	80
MANDIRI20210710	1	75
MANDIRI20210710	3	62
MANDIRI20210711	1	77
MANDIRI20210711	3	70
MANDIRI20210712	1	58
MANDIRI20210712	2	87
MANDIRI20210713	1	94
MANDIRI20210713	2	81
MANDIRI20210714	1	93
MANDIRI20210714	2	68
MANDIRI20210716	1	95
MANDIRI20210716	3	67
MANDIRI20210717	1	71
MANDIRI20210717	3	68
MANDIRI20210718	1	92
MANDIRI20210718	2	86
MANDIRI20210719	1	63
MANDIRI20210719	3	92
MANDIRI20210720	1	70
MANDIRI20210720	2	74
MANDIRI20210721	1	98
MANDIRI20210721	3	77
MANDIRI20210722	1	57
MANDIRI20210722	3	62
MANDIRI20210723	1	59
MANDIRI20210723	2	59
MANDIRI20210724	1	56
MANDIRI20210724	3	99
MANDIRI20210725	1	56
MANDIRI20210725	3	87
MANDIRI20210726	1	76
MANDIRI20210726	3	62
MANDIRI20210727	1	96
MANDIRI20210727	2	85
MANDIRI20210728	1	81
MANDIRI20210728	2	97
MANDIRI20210729	1	61
MANDIRI20210729	2	67
MANDIRI20210730	1	81
MANDIRI20210730	3	91
MANDIRI20210731	1	74
MANDIRI20210731	2	66
MANDIRI20210732	1	65
MANDIRI20210732	2	86
MANDIRI20210733	1	92
MANDIRI20210733	3	92
MANDIRI20210734	1	53
MANDIRI20210734	2	97
MANDIRI20210735	1	75
MANDIRI20210735	3	63
MANDIRI20210736	1	53
MANDIRI20210736	3	50
MANDIRI20210737	1	72
MANDIRI20210737	3	62
MANDIRI20210738	1	53
MANDIRI20210738	3	100
MANDIRI20210739	1	95
MANDIRI20210739	3	64
MANDIRI20210740	1	98
MANDIRI20210740	2	50
MANDIRI20210741	1	55
MANDIRI20210741	3	67
MANDIRI20210742	1	61
MANDIRI20210742	3	77
MANDIRI20210743	1	83
MANDIRI20210743	2	53
MANDIRI20210744	1	68
MANDIRI20210744	2	71
MANDIRI20210745	1	96
MANDIRI20210745	3	71
MANDIRI20210746	1	69
MANDIRI20210746	2	85
MANDIRI20210747	1	83
MANDIRI20210747	2	50
MANDIRI20210748	1	53
MANDIRI20210748	2	68
MANDIRI20210751	1	76
MANDIRI20210751	2	77
MANDIRI20210752	1	51
MANDIRI20210752	3	99
MANDIRI20210753	1	77
MANDIRI20210753	2	67
MANDIRI20210754	1	98
MANDIRI20210754	2	66
MANDIRI20210755	1	83
MANDIRI20210755	2	55
MANDIRI20210756	1	57
MANDIRI20210756	3	80
MANDIRI20210757	1	85
MANDIRI20210757	2	76
MANDIRI20210758	1	64
MANDIRI20210758	2	61
MANDIRI20210759	1	57
MANDIRI20210759	2	74
MANDIRI20210760	1	83
MANDIRI20210760	2	64
MANDIRI20210761	1	66
MANDIRI20210761	2	56
MANDIRI20210762	1	58
MANDIRI20210762	3	62
MANDIRI20210763	1	85
MANDIRI20210763	3	82
MANDIRI20210764	1	67
MANDIRI20210764	2	77
MANDIRI20210765	1	62
MANDIRI20210765	2	58
MANDIRI20210766	1	78
MANDIRI20210766	2	80
MANDIRI20210767	1	82
MANDIRI20210767	2	97
MANDIRI20210769	1	67
MANDIRI20210769	2	81
MANDIRI20210770	1	51
MANDIRI20210770	2	85
MANDIRI20210771	1	83
MANDIRI20210771	3	67
MANDIRI20210772	1	81
MANDIRI20210772	3	80
MANDIRI20210773	1	78
MANDIRI20210773	3	60
MANDIRI20210774	1	88
MANDIRI20210774	2	57
MANDIRI20210775	1	85
MANDIRI20210775	2	94
MANDIRI20210776	1	78
MANDIRI20210776	3	71
MANDIRI20210777	1	55
MANDIRI20210777	3	80
MANDIRI20210778	1	80
MANDIRI20210778	2	55
MANDIRI20210779	1	61
MANDIRI20210779	3	66
MANDIRI20210780	1	99
MANDIRI20210780	3	95
MANDIRI20210781	1	65
MANDIRI20210781	2	65
MANDIRI20210782	1	89
MANDIRI20210782	3	61
MANDIRI20210783	1	90
MANDIRI20210783	3	81
MANDIRI20210784	1	69
MANDIRI20210784	3	57
MANDIRI20210785	1	62
MANDIRI20210785	3	97
MANDIRI20210786	1	72
MANDIRI20210786	2	81
MANDIRI20210788	1	97
MANDIRI20210788	3	66
MANDIRI20210789	1	66
MANDIRI20210789	2	98
MANDIRI20210790	1	69
MANDIRI20210790	3	99
MANDIRI20210791	1	65
MANDIRI20210791	3	54
MANDIRI20210792	1	73
MANDIRI20210792	2	83
MANDIRI20210793	1	82
MANDIRI20210793	3	74
MANDIRI20210794	1	89
MANDIRI20210794	3	55
MANDIRI20210795	1	64
MANDIRI20210795	2	62
MANDIRI20210796	1	66
MANDIRI20210796	3	78
MANDIRI20210797	1	92
MANDIRI20210797	3	57
MANDIRI20210798	1	93
MANDIRI20210798	2	81
MANDIRI20210799	1	95
MANDIRI20210799	3	97
MANDIRI20210801	1	68
MANDIRI20210801	2	57
MANDIRI20210802	1	89
MANDIRI20210802	2	72
MANDIRI20210803	1	96
MANDIRI20210803	3	71
MANDIRI20210804	1	64
MANDIRI20210804	3	86
MANDIRI20210805	1	93
MANDIRI20210805	3	54
MANDIRI20210806	1	57
MANDIRI20210806	3	88
MANDIRI20210807	1	68
MANDIRI20210807	2	84
MANDIRI20210808	1	58
MANDIRI20210808	3	78
MANDIRI20210809	1	100
MANDIRI20210809	3	58
MANDIRI20210810	1	95
MANDIRI20210810	2	94
MANDIRI20210811	1	94
MANDIRI20210811	3	88
MANDIRI20210812	1	58
MANDIRI20210812	2	100
MANDIRI20210813	1	53
MANDIRI20210813	3	72
MANDIRI20210814	1	82
MANDIRI20210814	3	73
MANDIRI20210815	1	66
MANDIRI20210815	3	62
MANDIRI20210816	1	68
MANDIRI20210816	2	97
MANDIRI20210817	1	54
MANDIRI20210817	3	50
MANDIRI20210818	1	78
MANDIRI20210818	2	93
MANDIRI20210819	1	60
MANDIRI20210819	3	84
MANDIRI20210820	1	96
MANDIRI20210820	3	58
MANDIRI20210821	1	85
MANDIRI20210821	3	52
MANDIRI20210822	1	70
MANDIRI20210822	2	99
MANDIRI20210823	1	74
MANDIRI20210823	2	51
MANDIRI20210824	1	71
MANDIRI20210824	3	78
MANDIRI20210825	1	59
MANDIRI20210825	2	95
MANDIRI20210826	1	95
MANDIRI20210826	3	82
MANDIRI20210827	1	53
MANDIRI20210827	2	86
MANDIRI20210828	1	57
MANDIRI20210828	3	81
MANDIRI20210829	1	63
MANDIRI20210829	2	51
MANDIRI20210830	1	90
MANDIRI20210830	2	84
MANDIRI20210831	1	67
MANDIRI20210831	2	99
MANDIRI20210832	1	88
MANDIRI20210832	3	62
MANDIRI20210833	1	85
MANDIRI20210833	3	87
MANDIRI20210834	1	80
MANDIRI20210834	3	52
MANDIRI20210835	1	60
MANDIRI20210835	3	76
MANDIRI20210837	1	56
MANDIRI20210837	2	68
MANDIRI20210838	1	72
MANDIRI20210838	2	98
MANDIRI20210839	1	87
MANDIRI20210839	2	58
MANDIRI20210840	1	94
MANDIRI20210840	3	55
MANDIRI20210841	1	54
MANDIRI20210841	2	63
MANDIRI20210842	1	76
MANDIRI20210842	2	84
MANDIRI20210843	1	51
MANDIRI20210843	2	89
MANDIRI20210844	1	94
MANDIRI20210844	3	100
MANDIRI20210845	1	83
MANDIRI20210845	2	93
MANDIRI20210846	1	70
MANDIRI20210846	2	93
MANDIRI20210847	1	64
MANDIRI20210847	2	63
MANDIRI20210848	1	85
MANDIRI20210848	2	67
MANDIRI20210850	1	63
MANDIRI20210850	2	59
MANDIRI20210851	1	86
MANDIRI20210851	3	53
MANDIRI20210852	1	97
MANDIRI20210852	2	84
MANDIRI20210853	1	80
MANDIRI20210853	3	69
MANDIRI20210854	1	66
MANDIRI20210854	2	68
MANDIRI20210855	1	92
MANDIRI20210855	2	87
MANDIRI20210856	1	52
MANDIRI20210856	2	95
MANDIRI20210857	1	72
MANDIRI20210857	3	92
MANDIRI20210858	1	53
MANDIRI20210858	2	77
MANDIRI20210859	1	98
MANDIRI20210859	3	83
MANDIRI20210860	1	53
MANDIRI20210860	3	98
MANDIRI20210861	1	97
MANDIRI20210861	2	50
MANDIRI20210862	1	93
MANDIRI20210862	3	63
MANDIRI20210863	1	82
MANDIRI20210863	3	100
MANDIRI20210864	1	99
MANDIRI20210864	3	100
MANDIRI20210865	1	51
MANDIRI20210865	2	64
MANDIRI20210866	1	64
MANDIRI20210866	2	57
MANDIRI20210867	1	57
MANDIRI20210867	2	76
MANDIRI20210868	1	70
MANDIRI20210868	2	85
MANDIRI20210869	1	96
MANDIRI20210869	3	81
MANDIRI20210870	1	52
MANDIRI20210870	2	50
MANDIRI20210871	1	88
MANDIRI20210871	3	51
MANDIRI20210872	1	59
MANDIRI20210872	3	55
MANDIRI20210873	1	51
MANDIRI20210873	3	58
MANDIRI20210874	1	68
MANDIRI20210874	3	67
MANDIRI20210875	1	84
MANDIRI20210875	3	88
MANDIRI20210877	1	61
MANDIRI20210877	2	62
MANDIRI20210878	1	52
MANDIRI20210878	3	81
MANDIRI20210880	1	68
MANDIRI20210880	3	97
MANDIRI20210881	1	74
MANDIRI20210881	3	69
MANDIRI20210882	1	90
MANDIRI20210882	3	97
MANDIRI20210884	1	93
MANDIRI20210884	3	96
MANDIRI20210885	1	66
MANDIRI20210885	2	67
MANDIRI20210886	1	72
MANDIRI20210886	3	92
MANDIRI20210887	1	75
MANDIRI20210887	3	83
MANDIRI20210888	1	66
MANDIRI20210888	3	75
MANDIRI20210889	1	92
MANDIRI20210889	2	51
MANDIRI20210890	1	92
MANDIRI20210890	3	77
MANDIRI20210891	1	65
MANDIRI20210891	2	74
MANDIRI20210892	1	83
MANDIRI20210892	3	87
MANDIRI20210893	1	85
MANDIRI20210893	3	60
MANDIRI20210895	1	65
MANDIRI20210895	2	95
MANDIRI20210896	1	85
MANDIRI20210896	3	72
MANDIRI20210897	1	95
MANDIRI20210897	3	89
MANDIRI20210898	1	86
MANDIRI20210898	3	54
MANDIRI20210899	1	51
MANDIRI20210899	3	71
MANDIRI20210902	1	74
MANDIRI20210902	2	77
MANDIRI20210903	1	68
MANDIRI20210903	3	68
MANDIRI20210904	1	73
MANDIRI20210904	2	74
MANDIRI20210905	1	77
MANDIRI20210905	2	80
MANDIRI20210906	1	99
MANDIRI20210906	3	99
MANDIRI20210907	1	86
MANDIRI20210907	2	93
MANDIRI20210908	1	65
MANDIRI20210908	3	96
MANDIRI20210909	1	86
MANDIRI20210909	3	70
MANDIRI20210910	1	60
MANDIRI20210910	3	89
MANDIRI20210911	1	71
MANDIRI20210911	3	70
MANDIRI20210912	1	74
MANDIRI20210912	3	54
MANDIRI20210913	1	90
MANDIRI20210913	2	81
MANDIRI20210915	1	93
MANDIRI20210915	3	50
MANDIRI20210917	1	91
MANDIRI20210917	3	91
MANDIRI20210919	1	68
MANDIRI20210919	3	89
MANDIRI20210920	1	94
MANDIRI20210920	3	67
MANDIRI20210921	1	73
MANDIRI20210921	3	61
MANDIRI20210923	1	59
MANDIRI20210923	3	77
MANDIRI20210924	1	94
MANDIRI20210924	2	57
MANDIRI20210925	1	67
MANDIRI20210925	2	88
MANDIRI20210926	1	84
MANDIRI20210926	2	87
MANDIRI20210927	1	84
MANDIRI20210927	2	93
MANDIRI20210928	1	54
MANDIRI20210928	3	52
MANDIRI20210929	1	81
MANDIRI20210929	2	60
MANDIRI20210930	1	68
MANDIRI20210930	2	61
MANDIRI20210931	1	87
MANDIRI20210931	3	67
MANDIRI20210932	1	83
MANDIRI20210932	3	78
MANDIRI20210934	1	50
MANDIRI20210934	3	98
MANDIRI20210935	1	83
MANDIRI20210935	2	75
MANDIRI20210936	1	96
MANDIRI20210936	3	83
MANDIRI20210938	1	80
MANDIRI20210938	2	74
MANDIRI20210939	1	53
MANDIRI20210939	2	62
MANDIRI20210940	1	59
MANDIRI20210940	2	56
MANDIRI20210941	1	96
MANDIRI20210941	2	63
MANDIRI20210942	1	75
MANDIRI20210942	3	67
MANDIRI20210943	1	100
MANDIRI20210943	2	98
MANDIRI20210944	1	51
MANDIRI20210944	3	50
MANDIRI20210945	1	63
MANDIRI20210945	3	55
MANDIRI20210946	1	51
MANDIRI20210946	3	63
MANDIRI20210947	1	85
MANDIRI20210947	2	90
MANDIRI20210948	1	60
MANDIRI20210948	3	83
MANDIRI20210949	1	54
MANDIRI20210949	3	76
MANDIRI20210950	1	65
MANDIRI20210950	3	81
MANDIRI20210953	1	83
MANDIRI20210953	3	94
MANDIRI20210954	1	93
MANDIRI20210954	2	56
MANDIRI20210955	1	59
MANDIRI20210955	2	60
MANDIRI20210956	1	80
MANDIRI20210956	3	97
MANDIRI20210957	1	83
MANDIRI20210957	3	96
MANDIRI20210958	1	50
MANDIRI20210958	3	89
MANDIRI20210959	1	75
MANDIRI20210959	2	87
MANDIRI20210960	1	90
MANDIRI20210960	2	95
MANDIRI20210962	1	50
MANDIRI20210962	3	70
MANDIRI20210963	1	89
MANDIRI20210963	2	56
MANDIRI20210964	1	51
MANDIRI20210964	2	62
MANDIRI20210965	1	78
MANDIRI20210965	3	56
MANDIRI20210966	1	80
MANDIRI20210966	3	68
MANDIRI20210967	1	94
MANDIRI20210967	2	57
MANDIRI20210968	1	77
MANDIRI20210968	3	98
MANDIRI20210969	1	95
MANDIRI20210969	3	78
MANDIRI20210970	1	50
MANDIRI20210970	2	76
MANDIRI20210971	1	73
MANDIRI20210971	3	65
MANDIRI20210972	1	71
MANDIRI20210972	2	80
MANDIRI20210973	1	55
MANDIRI20210973	2	68
MANDIRI20210974	1	96
MANDIRI20210974	3	59
MANDIRI20210975	1	80
MANDIRI20210975	3	76
MANDIRI20210976	1	89
MANDIRI20210976	3	79
MANDIRI20210977	1	73
MANDIRI20210977	3	97
MANDIRI20210978	1	85
MANDIRI20210978	3	93
MANDIRI20210980	1	92
MANDIRI20210980	2	98
MANDIRI20210981	1	79
MANDIRI20210981	2	55
MANDIRI20210982	1	65
MANDIRI20210982	2	76
MANDIRI20210983	1	77
MANDIRI20210983	2	69
MANDIRI20210984	1	53
MANDIRI20210984	3	66
MANDIRI20210985	1	69
MANDIRI20210985	3	69
MANDIRI20210986	1	82
MANDIRI20210986	2	53
MANDIRI20210987	1	55
MANDIRI20210987	2	70
MANDIRI20210988	1	61
MANDIRI20210988	3	63
MANDIRI20210989	1	71
MANDIRI20210989	3	98
MANDIRI20210990	1	62
MANDIRI20210990	2	73
MANDIRI20210991	1	53
MANDIRI20210991	3	78
MANDIRI20210992	1	83
MANDIRI20210992	2	83
MANDIRI20210993	1	51
MANDIRI20210993	3	79
MANDIRI20210995	1	80
MANDIRI20210995	2	93
MANDIRI20210996	1	66
MANDIRI20210996	2	84
MANDIRI20210997	1	78
MANDIRI20210997	3	67
MANDIRI20210998	1	84
MANDIRI20210998	3	66
MANDIRI20210999	1	98
MANDIRI20210999	3	50
MANDIRI20211000	1	50
MANDIRI20211000	2	81
MANDIRI20211001	1	89
MANDIRI20211001	3	78
MANDIRI20211002	1	66
MANDIRI20211002	2	93
MANDIRI20211003	1	87
MANDIRI20211003	3	80
MANDIRI20211004	1	68
MANDIRI20211004	3	54
MANDIRI20211005	1	98
MANDIRI20211005	3	80
MANDIRI20211006	1	83
MANDIRI20211006	3	57
MANDIRI20211008	1	75
MANDIRI20211008	3	100
MANDIRI20211010	1	77
MANDIRI20211010	2	88
MANDIRI20211012	1	94
MANDIRI20211012	2	58
MANDIRI20211013	1	93
MANDIRI20211013	3	58
MANDIRI20211015	1	93
MANDIRI20211015	3	99
MANDIRI20211017	1	94
MANDIRI20211017	2	62
MANDIRI20211018	1	80
MANDIRI20211018	2	52
MANDIRI20211019	1	78
MANDIRI20211019	2	53
MANDIRI20211020	1	72
MANDIRI20211020	2	58
MANDIRI20211022	1	55
MANDIRI20211022	3	57
MANDIRI20211023	1	92
MANDIRI20211023	3	89
MANDIRI20211024	1	60
MANDIRI20211024	2	98
MANDIRI20211025	1	75
MANDIRI20211025	3	53
MANDIRI20211026	1	67
MANDIRI20211026	3	69
MANDIRI20211028	1	78
MANDIRI20211028	3	65
MANDIRI20211030	1	54
MANDIRI20211030	2	84
MANDIRI20211031	1	98
MANDIRI20211031	3	91
MANDIRI20211032	1	77
MANDIRI20211032	2	60
MANDIRI20211033	1	57
MANDIRI20211033	3	80
MANDIRI20211034	1	75
MANDIRI20211034	2	52
MANDIRI20211035	1	99
MANDIRI20211035	2	68
MANDIRI20211036	1	76
MANDIRI20211036	2	80
MANDIRI20211037	1	98
MANDIRI20211037	3	99
MANDIRI20211038	1	86
MANDIRI20211038	3	71
MANDIRI20211039	1	52
MANDIRI20211039	3	97
MANDIRI20211041	1	85
MANDIRI20211041	3	78
MANDIRI20211042	1	60
MANDIRI20211042	2	92
MANDIRI20211043	1	69
MANDIRI20211043	3	53
MANDIRI20211044	1	66
MANDIRI20211044	2	92
MANDIRI20211045	1	92
MANDIRI20211045	3	64
MANDIRI20211046	1	86
MANDIRI20211046	2	85
MANDIRI20211047	1	80
MANDIRI20211047	3	58
MANDIRI20211048	1	92
MANDIRI20211048	3	73
MANDIRI20211049	1	69
MANDIRI20211049	3	92
MANDIRI20211052	1	90
MANDIRI20211052	2	80
MANDIRI20211054	1	65
MANDIRI20211054	2	77
MANDIRI20211055	1	54
MANDIRI20211055	2	96
MANDIRI20211056	1	91
MANDIRI20211056	2	53
MANDIRI20211058	1	72
MANDIRI20211058	3	87
MANDIRI20211059	1	82
MANDIRI20211059	3	69
MANDIRI20211060	1	97
MANDIRI20211060	3	90
MANDIRI20211061	1	83
MANDIRI20211061	3	82
MANDIRI20211062	1	65
MANDIRI20211062	2	64
MANDIRI20211063	1	91
MANDIRI20211063	3	61
MANDIRI20211064	1	59
MANDIRI20211064	3	61
MANDIRI20211065	1	95
MANDIRI20211065	2	84
MANDIRI20211067	1	55
MANDIRI20211067	2	97
MANDIRI20211068	1	88
MANDIRI20211068	2	52
MANDIRI20211070	1	88
MANDIRI20211070	3	88
MANDIRI20211073	1	63
MANDIRI20211073	2	83
MANDIRI20211074	1	64
MANDIRI20211074	3	71
MANDIRI20211075	1	56
MANDIRI20211075	3	54
MANDIRI20211078	1	89
MANDIRI20211078	3	71
MANDIRI20211079	1	98
MANDIRI20211079	3	87
MANDIRI20211080	1	74
MANDIRI20211080	2	51
MANDIRI20211081	1	68
MANDIRI20211081	3	73
MANDIRI20211083	1	56
MANDIRI20211083	2	95
MANDIRI20211084	1	66
MANDIRI20211084	3	71
MANDIRI20211085	1	91
MANDIRI20211085	2	54
MANDIRI20211087	1	92
MANDIRI20211087	3	52
MANDIRI20211088	1	72
MANDIRI20211088	3	67
MANDIRI20211089	1	97
MANDIRI20211089	2	88
MANDIRI20211090	1	55
MANDIRI20211090	2	94
MANDIRI20211091	1	62
MANDIRI20211091	3	57
MANDIRI20211093	1	73
MANDIRI20211093	3	55
MANDIRI20211094	1	62
MANDIRI20211094	2	88
MANDIRI20211095	1	58
MANDIRI20211095	2	61
MANDIRI20211096	1	81
MANDIRI20211096	2	94
MANDIRI20211099	1	54
MANDIRI20211099	2	68
MANDIRI20211101	1	56
MANDIRI20211101	2	66
MANDIRI20211102	1	60
MANDIRI20211102	2	83
MANDIRI20211103	1	70
MANDIRI20211103	2	94
MANDIRI20211104	1	70
MANDIRI20211104	2	61
MANDIRI20211105	1	99
MANDIRI20211105	2	100
MANDIRI20211106	1	82
MANDIRI20211106	3	60
MANDIRI20211107	1	71
MANDIRI20211107	2	92
MANDIRI20211108	1	96
MANDIRI20211108	2	63
MANDIRI20211109	1	92
MANDIRI20211109	3	90
MANDIRI20211110	1	92
MANDIRI20211110	3	77
MANDIRI20211111	1	79
MANDIRI20211111	3	92
MANDIRI20211112	1	58
MANDIRI20211112	3	70
MANDIRI20211113	1	57
MANDIRI20211113	3	91
MANDIRI20211114	1	57
MANDIRI20211114	3	75
MANDIRI20211115	1	59
MANDIRI20211115	3	77
MANDIRI20211116	1	86
MANDIRI20211116	3	74
MANDIRI20211117	1	75
MANDIRI20211117	3	84
MANDIRI20211118	1	77
MANDIRI20211118	2	55
MANDIRI20211119	1	93
MANDIRI20211119	2	64
MANDIRI20211120	1	53
MANDIRI20211120	2	84
MANDIRI20211121	1	58
MANDIRI20211121	2	57
MANDIRI20211122	1	58
MANDIRI20211122	3	82
MANDIRI20211123	1	86
MANDIRI20211123	2	55
MANDIRI20211125	1	95
MANDIRI20211125	2	80
MANDIRI20211126	1	80
MANDIRI20211126	3	70
MANDIRI20211127	1	87
MANDIRI20211127	2	79
MANDIRI20211128	1	100
MANDIRI20211128	3	50
MANDIRI20211131	1	90
MANDIRI20211131	2	54
MANDIRI20211132	1	86
MANDIRI20211132	3	88
MANDIRI20211133	1	68
MANDIRI20211133	2	81
MANDIRI20211134	1	74
MANDIRI20211134	2	68
MANDIRI20211135	1	62
MANDIRI20211135	2	69
MANDIRI20211137	1	61
MANDIRI20211137	3	83
MANDIRI20211138	1	52
MANDIRI20211138	2	63
MANDIRI20211140	1	65
MANDIRI20211140	2	53
MANDIRI20211141	1	98
MANDIRI20211141	3	83
MANDIRI20211142	1	92
MANDIRI20211142	2	57
MANDIRI20211145	1	80
MANDIRI20211145	2	72
MANDIRI20211146	1	51
MANDIRI20211146	2	82
MANDIRI20211147	1	94
MANDIRI20211147	2	81
MANDIRI20211148	1	58
MANDIRI20211148	3	72
MANDIRI20211149	1	91
MANDIRI20211149	2	85
MANDIRI20211150	1	94
MANDIRI20211150	3	52
MANDIRI20211151	1	50
MANDIRI20211151	2	89
MANDIRI20211153	1	80
MANDIRI20211153	2	84
MANDIRI20211154	1	57
MANDIRI20211154	3	94
MANDIRI20211155	1	74
MANDIRI20211155	2	89
MANDIRI20211156	1	80
