ApplicantID	MajorID	SelectionStatus
MANDIRI20210631	10	1
MANDIRI20210631	1	0
MANDIRI20210631	29	0
MANDIRI20210631	5	0
MANDIRI20210631	21	0
MANDIRI20210632	28	1
MANDIRI20210632	13	0
MANDIRI20210632	30	0
MANDIRI20210632	15	0
MANDIRI20210632	21	0
MANDIRI20210633	20	1
MANDIRI20210633	7	0
MANDIRI20210633	5	0
MANDIRI20210633	27	0
MANDIRI20210633	7	0
MANDIRI20210634	32	1
MANDIRI20210634	6	0
MANDIRI20210634	19	0
MANDIRI20210634	4	0
MANDIRI20210634	5	0
MANDIRI20210635	9	1
MANDIRI20210635	2	0
MANDIRI20210635	4	0
MANDIRI20210635	3	0
MANDIRI20210635	23	0
MANDIRI20210636	1	0
MANDIRI20210636	8	0
MANDIRI20210636	18	0
MANDIRI20210636	3	0
MANDIRI20210636	18	0
MANDIRI20210637	19	1
MANDIRI20210637	20	0
MANDIRI20210638	27	0
MANDIRI20210638	31	0
MANDIRI20210638	2	0
MANDIRI20210638	1	0
MANDIRI20210638	22	0
MANDIRI20210639	11	1
MANDIRI20210639	5	0
MANDIRI20210640	8	1
MANDIRI20210640	2	0
MANDIRI20210641	17	1
MANDIRI20210641	12	0
MANDIRI20210642	27	1
MANDIRI20210642	21	0
MANDIRI20210643	8	1
MANDIRI20210643	4	0
MANDIRI20210644	24	1
MANDIRI20210644	2	0
MANDIRI20210644	27	0
MANDIRI20210644	21	0
MANDIRI20210644	23	0
MANDIRI20210645	25	0
MANDIRI20210645	30	0
MANDIRI20210645	26	0
MANDIRI20210645	14	0
MANDIRI20210645	5	0
MANDIRI20210646	23	1
MANDIRI20210646	30	0
MANDIRI20210647	9	0
MANDIRI20210647	1	0
MANDIRI20210648	30	0
MANDIRI20210648	4	0
MANDIRI20210649	3	0
MANDIRI20210649	15	0
MANDIRI20210650	5	1
MANDIRI20210650	28	0
MANDIRI20210650	18	0
MANDIRI20210650	19	0
MANDIRI20210650	27	0
MANDIRI20210651	32	1
MANDIRI20210651	24	0
MANDIRI20210651	21	0
MANDIRI20210651	3	0
MANDIRI20210651	14	0
MANDIRI20210652	4	1
MANDIRI20210652	13	0
MANDIRI20210652	7	0
MANDIRI20210652	32	0
MANDIRI20210652	22	0
MANDIRI20210653	6	1
MANDIRI20210653	3	0
MANDIRI20210654	28	0
MANDIRI20210654	30	0
MANDIRI20210654	3	0
MANDIRI20210654	9	0
MANDIRI20210654	32	0
MANDIRI20210655	30	1
MANDIRI20210655	4	0
MANDIRI20210656	12	1
MANDIRI20210656	19	0
MANDIRI20210656	25	0
MANDIRI20210656	24	0
MANDIRI20210656	14	0
MANDIRI20210657	26	1
MANDIRI20210657	21	0
MANDIRI20210658	13	1
MANDIRI20210658	11	0
MANDIRI20210658	23	0
MANDIRI20210658	12	0
MANDIRI20210658	32	0
MANDIRI20210659	21	1
MANDIRI20210659	13	0
MANDIRI20210660	10	1
MANDIRI20210660	25	0
MANDIRI20210661	10	0
MANDIRI20210661	28	0
MANDIRI20210662	18	1
MANDIRI20210662	27	0
MANDIRI20210662	9	0
MANDIRI20210662	16	0
MANDIRI20210662	22	0
MANDIRI20210663	2	1
MANDIRI20210663	6	0
MANDIRI20210663	17	0
MANDIRI20210663	20	0
MANDIRI20210663	8	0
MANDIRI20210664	3	1
MANDIRI20210664	9	0
MANDIRI20210664	2	0
MANDIRI20210664	9	0
MANDIRI20210664	15	0
MANDIRI20210665	17	1
MANDIRI20210665	26	0
MANDIRI20210666	4	1
MANDIRI20210666	22	0
MANDIRI20210666	9	0
MANDIRI20210666	1	0
MANDIRI20210666	29	0
MANDIRI20210667	18	1
MANDIRI20210667	32	0
MANDIRI20210668	15	1
MANDIRI20210668	15	0
MANDIRI20210668	24	0
MANDIRI20210668	13	0
MANDIRI20210668	27	0
MANDIRI20210669	1	0
MANDIRI20210669	15	0
MANDIRI20210669	26	0
MANDIRI20210669	27	0
MANDIRI20210669	32	0
MANDIRI20210670	2	1
MANDIRI20210670	13	0
MANDIRI20210670	8	0
MANDIRI20210670	20	0
MANDIRI20210670	5	0
MANDIRI20210671	21	1
MANDIRI20210671	14	0
MANDIRI20210671	27	0
MANDIRI20210671	5	0
MANDIRI20210671	13	0
MANDIRI20210672	3	1
MANDIRI20210672	5	0
MANDIRI20210672	8	0
MANDIRI20210672	10	0
MANDIRI20210672	31	0
MANDIRI20210673	20	1
MANDIRI20210673	26	0
MANDIRI20210673	18	0
MANDIRI20210673	18	0
MANDIRI20210673	6	0
MANDIRI20210674	8	1
MANDIRI20210674	12	0
MANDIRI20210675	25	1
MANDIRI20210675	14	0
MANDIRI20210676	29	1
MANDIRI20210676	14	0
MANDIRI20210676	9	0
MANDIRI20210676	20	0
MANDIRI20210676	18	0
MANDIRI20210677	23	1
MANDIRI20210677	15	0
MANDIRI20210678	11	1
MANDIRI20210678	12	0
MANDIRI20210679	6	1
MANDIRI20210679	26	0
MANDIRI20210679	9	0
MANDIRI20210679	23	0
MANDIRI20210679	17	0
MANDIRI20210680	1	0
MANDIRI20210680	16	0
MANDIRI20210681	9	1
MANDIRI20210681	18	0
MANDIRI20210681	28	0
MANDIRI20210681	28	0
MANDIRI20210681	21	0
MANDIRI20210682	22	1
MANDIRI20210682	27	0
MANDIRI20210682	23	0
MANDIRI20210682	11	0
MANDIRI20210682	18	0
MANDIRI20210683	6	1
MANDIRI20210683	30	0
MANDIRI20210684	3	1
MANDIRI20210684	18	0
MANDIRI20210685	16	1
MANDIRI20210685	15	0
MANDIRI20210685	29	0
MANDIRI20210685	14	0
MANDIRI20210685	21	0
MANDIRI20210686	29	1
MANDIRI20210686	13	0
MANDIRI20210686	29	0
MANDIRI20210686	21	0
MANDIRI20210686	27	0
MANDIRI20210687	1	1
MANDIRI20210687	31	0
MANDIRI20210687	10	0
MANDIRI20210687	18	0
MANDIRI20210687	2	0
MANDIRI20210688	1	1
MANDIRI20210688	5	0
MANDIRI20210688	29	0
MANDIRI20210688	18	0
MANDIRI20210688	6	0
MANDIRI20210689	13	1
MANDIRI20210689	24	0
MANDIRI20210689	6	0
MANDIRI20210689	21	0
MANDIRI20210689	24	0
MANDIRI20210690	19	1
MANDIRI20210690	15	0
MANDIRI20210690	14	0
MANDIRI20210690	14	0
MANDIRI20210690	23	0
MANDIRI20210691	19	1
MANDIRI20210691	7	0
MANDIRI20210692	31	1
MANDIRI20210692	28	0
MANDIRI20210692	2	0
MANDIRI20210692	5	0
MANDIRI20210692	25	0
MANDIRI20210693	16	0
MANDIRI20210693	17	0
MANDIRI20210694	7	0
MANDIRI20210694	12	0
MANDIRI20210694	5	0
MANDIRI20210694	17	0
MANDIRI20210694	22	0
MANDIRI20210695	25	1
MANDIRI20210695	18	0
MANDIRI20210695	19	0
MANDIRI20210695	4	0
MANDIRI20210695	3	0
MANDIRI20210696	26	1
MANDIRI20210696	8	0
MANDIRI20210696	32	0
MANDIRI20210696	2	0
MANDIRI20210696	16	0
MANDIRI20210697	13	1
MANDIRI20210697	29	0
MANDIRI20210697	9	0
MANDIRI20210697	5	0
MANDIRI20210697	17	0
MANDIRI20210698	15	1
MANDIRI20210698	31	0
MANDIRI20210699	32	1
MANDIRI20210699	20	0
MANDIRI20210699	3	0
MANDIRI20210699	26	0
MANDIRI20210699	10	0
MANDIRI20210700	31	1
MANDIRI20210700	24	0
MANDIRI20210700	24	0
MANDIRI20210700	5	0
MANDIRI20210700	3	0
MANDIRI20210701	1	1
MANDIRI20210701	27	0
MANDIRI20210702	13	0
MANDIRI20210702	6	0
MANDIRI20210702	13	0
MANDIRI20210702	20	0
MANDIRI20210702	12	0
MANDIRI20210703	17	1
MANDIRI20210703	23	0
MANDIRI20210704	11	1
MANDIRI20210704	17	0
MANDIRI20210705	8	1
MANDIRI20210705	2	0
MANDIRI20210705	31	0
MANDIRI20210705	10	0
MANDIRI20210705	8	0
MANDIRI20210706	12	1
MANDIRI20210706	10	0
MANDIRI20210706	5	0
MANDIRI20210706	22	0
MANDIRI20210706	31	0
MANDIRI20210707	6	1
MANDIRI20210707	4	0
MANDIRI20210707	6	0
MANDIRI20210707	17	0
MANDIRI20210707	5	0
MANDIRI20210708	27	1
MANDIRI20210708	16	0
MANDIRI20210708	18	0
MANDIRI20210708	1	0
MANDIRI20210708	18	0
MANDIRI20210709	29	1
MANDIRI20210709	18	0
MANDIRI20210709	32	0
MANDIRI20210709	27	0
MANDIRI20210709	13	0
MANDIRI20210710	2	1
MANDIRI20210710	24	0
MANDIRI20210710	23	0
MANDIRI20210710	1	0
MANDIRI20210710	24	0
MANDIRI20210711	16	0
MANDIRI20210711	16	0
MANDIRI20210711	25	0
MANDIRI20210711	10	0
MANDIRI20210711	17	0
MANDIRI20210712	19	1
MANDIRI20210712	32	0
MANDIRI20210712	3	0
MANDIRI20210712	13	0
MANDIRI20210712	19	0
MANDIRI20210713	25	0
MANDIRI20210713	22	0
MANDIRI20210713	3	0
MANDIRI20210713	23	0
MANDIRI20210713	21	0
MANDIRI20210714	1	1
MANDIRI20210714	7	0
MANDIRI20210715	6	1
MANDIRI20210715	4	0
MANDIRI20210716	11	1
MANDIRI20210716	22	0
MANDIRI20210716	16	0
MANDIRI20210716	30	0
MANDIRI20210716	7	0
MANDIRI20210717	16	1
MANDIRI20210717	31	0
MANDIRI20210717	11	0
MANDIRI20210717	10	0
MANDIRI20210717	1	0
MANDIRI20210718	1	1
MANDIRI20210718	6	0
MANDIRI20210718	10	0
MANDIRI20210718	20	0
MANDIRI20210718	6	0
MANDIRI20210719	5	1
MANDIRI20210719	11	0
MANDIRI20210720	9	0
MANDIRI20210720	22	0
MANDIRI20210720	9	0
MANDIRI20210720	13	0
MANDIRI20210720	3	0
MANDIRI20210721	16	1
MANDIRI20210721	20	0
MANDIRI20210721	7	0
MANDIRI20210721	17	0
MANDIRI20210721	10	0
MANDIRI20210722	32	1
MANDIRI20210722	11	0
MANDIRI20210723	2	1
MANDIRI20210723	11	0
MANDIRI20210723	13	0
MANDIRI20210723	14	0
MANDIRI20210723	25	0
MANDIRI20210724	8	1
MANDIRI20210724	32	0
MANDIRI20210724	18	0
MANDIRI20210724	27	0
MANDIRI20210724	25	0
MANDIRI20210725	22	1
MANDIRI20210725	21	0
MANDIRI20210725	10	0
MANDIRI20210725	20	0
MANDIRI20210725	27	0
MANDIRI20210726	16	1
MANDIRI20210726	13	0
MANDIRI20210727	4	1
MANDIRI20210727	2	0
MANDIRI20210727	5	0
MANDIRI20210727	32	0
MANDIRI20210727	26	0
MANDIRI20210728	12	1
MANDIRI20210728	5	0
MANDIRI20210729	26	1
MANDIRI20210729	28	0
MANDIRI20210730	17	1
MANDIRI20210730	28	0
MANDIRI20210731	16	1
MANDIRI20210731	4	0
MANDIRI20210732	16	1
MANDIRI20210732	14	0
MANDIRI20210732	26	0
MANDIRI20210732	4	0
MANDIRI20210732	22	0
MANDIRI20210733	13	1
MANDIRI20210733	2	0
MANDIRI20210733	13	0
MANDIRI20210733	21	0
MANDIRI20210733	32	0
MANDIRI20210734	20	1
MANDIRI20210734	18	0
MANDIRI20210734	20	0
MANDIRI20210734	29	0
MANDIRI20210734	8	0
MANDIRI20210735	4	1
MANDIRI20210735	28	0
MANDIRI20210735	29	0
MANDIRI20210735	2	0
MANDIRI20210735	16	0
MANDIRI20210736	28	1
MANDIRI20210736	20	0
MANDIRI20210737	31	0
MANDIRI20210737	15	0
MANDIRI20210738	20	1
MANDIRI20210738	17	0
MANDIRI20210738	27	0
MANDIRI20210738	26	0
MANDIRI20210738	26	0
MANDIRI20210739	17	1
MANDIRI20210739	27	0
MANDIRI20210739	6	0
MANDIRI20210739	18	0
MANDIRI20210739	5	0
MANDIRI20210740	26	1
MANDIRI20210740	10	0
MANDIRI20210741	7	1
MANDIRI20210741	31	0
MANDIRI20210742	4	1
MANDIRI20210742	17	0
MANDIRI20210742	12	0
MANDIRI20210742	9	0
MANDIRI20210742	8	0
MANDIRI20210743	11	1
MANDIRI20210743	13	0
MANDIRI20210744	22	1
MANDIRI20210744	20	0
MANDIRI20210744	12	0
MANDIRI20210744	25	0
MANDIRI20210744	27	0
MANDIRI20210745	8	1
MANDIRI20210745	18	0
MANDIRI20210745	7	0
MANDIRI20210745	23	0
MANDIRI20210745	24	0
MANDIRI20210746	31	1
MANDIRI20210746	13	0
MANDIRI20210746	21	0
MANDIRI20210746	13	0
MANDIRI20210746	32	0
MANDIRI20210747	28	1
MANDIRI20210747	4	0
MANDIRI20210747	7	0
MANDIRI20210747	24	0
MANDIRI20210747	27	0
MANDIRI20210748	20	1
MANDIRI20210748	6	0
MANDIRI20210748	30	0
MANDIRI20210748	10	0
MANDIRI20210748	27	0
MANDIRI20210749	11	1
MANDIRI20210749	18	0
MANDIRI20210750	30	1
MANDIRI20210750	27	0
MANDIRI20210751	26	1
MANDIRI20210751	11	0
MANDIRI20210751	22	0
MANDIRI20210751	17	0
MANDIRI20210751	29	0
MANDIRI20210752	4	1
MANDIRI20210752	5	0
MANDIRI20210752	22	0
MANDIRI20210752	4	0
MANDIRI20210752	21	0
MANDIRI20210753	32	1
MANDIRI20210753	13	0
MANDIRI20210753	25	0
MANDIRI20210753	4	0
MANDIRI20210753	5	0
MANDIRI20210754	32	1
MANDIRI20210754	15	0
MANDIRI20210754	11	0
MANDIRI20210754	13	0
MANDIRI20210754	32	0
MANDIRI20210755	3	1
MANDIRI20210755	24	0
MANDIRI20210755	17	0
MANDIRI20210755	15	0
MANDIRI20210755	25	0
MANDIRI20210756	21	1
MANDIRI20210756	31	0
MANDIRI20210757	13	1
MANDIRI20210757	18	0
MANDIRI20210757	32	0
MANDIRI20210757	4	0
MANDIRI20210757	21	0
MANDIRI20210758	6	1
MANDIRI20210758	32	0
MANDIRI20210758	15	0
MANDIRI20210758	28	0
MANDIRI20210758	32	0
MANDIRI20210759	16	1
MANDIRI20210759	31	0
MANDIRI20210760	8	1
MANDIRI20210760	27	0
MANDIRI20210761	7	1
MANDIRI20210761	15	0
MANDIRI20210761	15	0
MANDIRI20210761	21	0
MANDIRI20210761	12	0
MANDIRI20210762	16	1
MANDIRI20210762	15	0
MANDIRI20210762	6	0
MANDIRI20210762	1	0
MANDIRI20210762	25	0
MANDIRI20210763	26	1
MANDIRI20210763	11	0
MANDIRI20210763	27	0
MANDIRI20210763	2	0
MANDIRI20210763	24	0
MANDIRI20210764	2	1
MANDIRI20210764	20	0
MANDIRI20210764	18	0
MANDIRI20210764	31	0
MANDIRI20210764	22	0
MANDIRI20210765	24	1
MANDIRI20210765	22	0
MANDIRI20210765	2	0
MANDIRI20210765	12	0
MANDIRI20210765	21	0
MANDIRI20210766	5	0
MANDIRI20210766	16	0
MANDIRI20210766	11	0
MANDIRI20210766	13	0
MANDIRI20210766	20	0
MANDIRI20210767	23	1
MANDIRI20210767	11	0
MANDIRI20210767	10	0
MANDIRI20210767	20	0
MANDIRI20210767	26	0
MANDIRI20210768	13	0
MANDIRI20210768	1	0
MANDIRI20210769	32	1
MANDIRI20210769	7	0
MANDIRI20210770	1	1
MANDIRI20210770	18	0
MANDIRI20210770	25	0
MANDIRI20210770	12	0
MANDIRI20210770	24	0
MANDIRI20210771	10	1
MANDIRI20210771	29	0
MANDIRI20210772	17	1
MANDIRI20210772	18	0
MANDIRI20210773	12	1
MANDIRI20210773	27	0
MANDIRI20210773	25	0
MANDIRI20210773	24	0
MANDIRI20210773	31	0
MANDIRI20210774	12	1
MANDIRI20210774	6	0
MANDIRI20210775	5	1
MANDIRI20210775	14	0
MANDIRI20210776	30	0
MANDIRI20210776	5	0
MANDIRI20210777	2	1
MANDIRI20210777	4	0
MANDIRI20210778	12	0
MANDIRI20210778	23	0
MANDIRI20210779	5	1
MANDIRI20210779	4	0
MANDIRI20210779	26	0
MANDIRI20210779	25	0
MANDIRI20210779	2	0
MANDIRI20210780	29	1
MANDIRI20210780	27	0
MANDIRI20210781	13	1
MANDIRI20210781	3	0
MANDIRI20210782	10	1
MANDIRI20210782	17	0
MANDIRI20210782	5	0
MANDIRI20210782	30	0
MANDIRI20210782	17	0
MANDIRI20210783	22	1
MANDIRI20210783	17	0
MANDIRI20210783	11	0
MANDIRI20210783	8	0
MANDIRI20210783	8	0
MANDIRI20210784	4	1
MANDIRI20210784	32	0
MANDIRI20210785	6	1
MANDIRI20210785	17	0
MANDIRI20210786	10	1
MANDIRI20210786	1	0
MANDIRI20210786	6	0
MANDIRI20210786	8	0
MANDIRI20210786	17	0
MANDIRI20210787	19	0
MANDIRI20210787	17	0
MANDIRI20210788	11	1
MANDIRI20210788	17	0
MANDIRI20210788	17	0
MANDIRI20210788	31	0
MANDIRI20210788	22	0
MANDIRI20210789	2	1
MANDIRI20210789	17	0
MANDIRI20210789	28	0
MANDIRI20210789	26	0
MANDIRI20210789	13	0
MANDIRI20210790	16	0
MANDIRI20210790	9	0
MANDIRI20210791	24	1
MANDIRI20210791	17	0
MANDIRI20210792	19	1
MANDIRI20210792	19	0
MANDIRI20210793	18	1
MANDIRI20210793	32	0
MANDIRI20210793	28	0
MANDIRI20210793	24	0
MANDIRI20210793	12	0
MANDIRI20210794	17	0
MANDIRI20210794	15	0
MANDIRI20210794	25	0
MANDIRI20210794	19	0
MANDIRI20210794	20	0
MANDIRI20210795	5	1
MANDIRI20210795	29	0
MANDIRI20210795	20	0
MANDIRI20210795	9	0
MANDIRI20210795	15	0
MANDIRI20210796	3	1
MANDIRI20210796	4	0
MANDIRI20210796	21	0
MANDIRI20210796	5	0
MANDIRI20210796	7	0
MANDIRI20210797	7	1
MANDIRI20210797	17	0
MANDIRI20210797	20	0
MANDIRI20210797	5	0
MANDIRI20210797	26	0
MANDIRI20210798	32	1
MANDIRI20210798	6	0
MANDIRI20210798	25	0
MANDIRI20210798	4	0
MANDIRI20210798	26	0
MANDIRI20210799	26	1
MANDIRI20210799	31	0
MANDIRI20210799	26	0
MANDIRI20210799	31	0
MANDIRI20210799	1	0
MANDIRI20210800	12	1
MANDIRI20210800	25	0
MANDIRI20210801	14	1
MANDIRI20210801	23	0
MANDIRI20210802	19	1
MANDIRI20210802	5	0
MANDIRI20210802	9	0
MANDIRI20210802	31	0
MANDIRI20210802	5	0
MANDIRI20210803	27	1
MANDIRI20210803	19	0
MANDIRI20210804	9	1
MANDIRI20210804	14	0
MANDIRI20210804	10	0
MANDIRI20210804	23	0
MANDIRI20210804	15	0
MANDIRI20210805	30	1
MANDIRI20210805	10	0
MANDIRI20210805	14	0
MANDIRI20210805	17	0
MANDIRI20210805	17	0
MANDIRI20210806	4	0
MANDIRI20210806	6	0
MANDIRI20210807	26	1
MANDIRI20210807	30	0
MANDIRI20210808	3	1
MANDIRI20210808	5	0
MANDIRI20210808	25	0
MANDIRI20210808	27	0
MANDIRI20210808	21	0
MANDIRI20210809	18	0
MANDIRI20210809	14	0
MANDIRI20210810	17	1
MANDIRI20210810	31	0
MANDIRI20210811	1	1
MANDIRI20210811	20	0
MANDIRI20210811	29	0
MANDIRI20210811	2	0
MANDIRI20210811	18	0
MANDIRI20210812	18	1
MANDIRI20210812	3	0
MANDIRI20210812	7	0
MANDIRI20210812	19	0
MANDIRI20210812	32	0
MANDIRI20210813	2	1
MANDIRI20210813	27	0
MANDIRI20210813	12	0
MANDIRI20210813	28	0
MANDIRI20210813	11	0
MANDIRI20210814	5	1
MANDIRI20210814	28	0
MANDIRI20210814	8	0
MANDIRI20210814	22	0
MANDIRI20210814	15	0
MANDIRI20210815	30	0
MANDIRI20210815	7	0
MANDIRI20210815	29	0
MANDIRI20210815	23	0
MANDIRI20210815	24	0
MANDIRI20210816	21	1
MANDIRI20210816	12	0
MANDIRI20210816	13	0
MANDIRI20210816	26	0
MANDIRI20210816	1	0
MANDIRI20210817	30	1
MANDIRI20210817	22	0
MANDIRI20210817	11	0
MANDIRI20210817	26	0
MANDIRI20210817	14	0
MANDIRI20210818	25	1
MANDIRI20210818	12	0
MANDIRI20210818	23	0
MANDIRI20210818	12	0
MANDIRI20210818	5	0
MANDIRI20210819	14	1
MANDIRI20210819	15	0
MANDIRI20210819	11	0
MANDIRI20210819	26	0
MANDIRI20210819	23	0
MANDIRI20210820	27	1
MANDIRI20210820	23	0
MANDIRI20210821	12	1
MANDIRI20210821	19	0
MANDIRI20210821	18	0
MANDIRI20210821	12	0
MANDIRI20210821	27	0
MANDIRI20210822	12	1
MANDIRI20210822	21	0
MANDIRI20210822	21	0
MANDIRI20210822	30	0
MANDIRI20210822	15	0
MANDIRI20210823	22	1
MANDIRI20210823	6	0
MANDIRI20210823	28	0
MANDIRI20210823	18	0
MANDIRI20210823	28	0
MANDIRI20210824	1	1
MANDIRI20210824	12	0
MANDIRI20210825	15	1
MANDIRI20210825	32	0
MANDIRI20210826	32	1
MANDIRI20210826	6	0
MANDIRI20210827	3	1
MANDIRI20210827	32	0
MANDIRI20210828	16	1
MANDIRI20210828	31	0
MANDIRI20210828	15	0
MANDIRI20210828	8	0
MANDIRI20210828	24	0
MANDIRI20210829	9	1
MANDIRI20210829	26	0
MANDIRI20210829	8	0
MANDIRI20210829	17	0
MANDIRI20210829	30	0
MANDIRI20210830	26	1
MANDIRI20210830	2	0
MANDIRI20210830	2	0
MANDIRI20210830	31	0
MANDIRI20210830	31	0
MANDIRI20210831	25	1
MANDIRI20210831	29	0
MANDIRI20210831	1	0
MANDIRI20210831	20	0
MANDIRI20210831	23	0
MANDIRI20210832	13	1
MANDIRI20210832	28	0
MANDIRI20210833	15	1
MANDIRI20210833	5	0
MANDIRI20210833	23	0
MANDIRI20210833	31	0
MANDIRI20210833	11	0
MANDIRI20210834	21	1
MANDIRI20210834	30	0
MANDIRI20210834	14	0
MANDIRI20210834	11	0
MANDIRI20210834	1	0
MANDIRI20210835	16	1
MANDIRI20210835	1	0
MANDIRI20210835	12	0
MANDIRI20210835	19	0
MANDIRI20210835	9	0
MANDIRI20210836	25	1
MANDIRI20210836	13	0
MANDIRI20210837	8	1
MANDIRI20210837	28	0
MANDIRI20210837	25	0
MANDIRI20210837	16	0
MANDIRI20210837	15	0
MANDIRI20210838	15	1
MANDIRI20210838	21	0
MANDIRI20210839	14	1
MANDIRI20210839	15	0
MANDIRI20210839	12	0
MANDIRI20210839	6	0
MANDIRI20210839	28	0
MANDIRI20210840	23	0
MANDIRI20210840	18	0
MANDIRI20210840	2	0
MANDIRI20210840	22	0
MANDIRI20210840	20	0
MANDIRI20210841	12	1
MANDIRI20210841	30	0
MANDIRI20210841	12	0
MANDIRI20210841	5	0
MANDIRI20210841	6	0
MANDIRI20210842	4	0
MANDIRI20210842	16	0
MANDIRI20210843	9	1
MANDIRI20210843	19	0
MANDIRI20210843	31	0
MANDIRI20210843	6	0
MANDIRI20210843	24	0
MANDIRI20210844	4	1
MANDIRI20210844	18	0
MANDIRI20210844	4	0
MANDIRI20210844	32	0
MANDIRI20210844	1	0
MANDIRI20210845	6	1
MANDIRI20210845	27	0
MANDIRI20210846	8	1
MANDIRI20210846	32	0
MANDIRI20210846	26	0
MANDIRI20210846	12	0
MANDIRI20210846	5	0
MANDIRI20210847	2	1
MANDIRI20210847	22	0
MANDIRI20210847	21	0
MANDIRI20210847	27	0
MANDIRI20210847	4	0
MANDIRI20210848	8	1
MANDIRI20210848	13	0
MANDIRI20210848	32	0
MANDIRI20210848	5	0
MANDIRI20210848	15	0
MANDIRI20210849	22	0
MANDIRI20210849	28	0
MANDIRI20210850	11	1
MANDIRI20210850	19	0
MANDIRI20210850	31	0
MANDIRI20210850	26	0
MANDIRI20210850	8	0
MANDIRI20210851	11	1
MANDIRI20210851	26	0
MANDIRI20210852	15	1
MANDIRI20210852	28	0
MANDIRI20210852	12	0
MANDIRI20210852	22	0
MANDIRI20210852	32	0
MANDIRI20210853	14	1
MANDIRI20210853	29	0
MANDIRI20210853	29	0
MANDIRI20210853	16	0
MANDIRI20210853	19	0
MANDIRI20210854	12	1
MANDIRI20210854	13	0
MANDIRI20210854	8	0
MANDIRI20210854	3	0
MANDIRI20210854	27	0
MANDIRI20210855	17	1
MANDIRI20210855	12	0
MANDIRI20210855	30	0
MANDIRI20210855	16	0
MANDIRI20210855	24	0
MANDIRI20210856	29	1
MANDIRI20210856	16	0
MANDIRI20210856	2	0
MANDIRI20210856	9	0
MANDIRI20210856	18	0
MANDIRI20210857	5	1
MANDIRI20210857	28	0
MANDIRI20210858	32	1
MANDIRI20210858	13	0
MANDIRI20210858	24	0
MANDIRI20210858	15	0
MANDIRI20210858	16	0
MANDIRI20210859	24	1
MANDIRI20210859	14	0
MANDIRI20210859	18	0
MANDIRI20210859	15	0
MANDIRI20210859	15	0
MANDIRI20210860	21	1
MANDIRI20210860	5	0
MANDIRI20210860	21	0
MANDIRI20210860	30	0
MANDIRI20210860	22	0
MANDIRI20210861	16	1
MANDIRI20210861	22	0
MANDIRI20210861	3	0
MANDIRI20210861	20	0
MANDIRI20210861	22	0
MANDIRI20210862	4	1
MANDIRI20210862	11	0
MANDIRI20210863	8	1
MANDIRI20210863	28	0
MANDIRI20210863	32	0
MANDIRI20210863	26	0
MANDIRI20210863	26	0
MANDIRI20210864	10	1
MANDIRI20210864	26	0
MANDIRI20210864	10	0
MANDIRI20210864	3	0
MANDIRI20210864	11	0
MANDIRI20210865	21	1
MANDIRI20210865	31	0
MANDIRI20210865	13	0
MANDIRI20210865	13	0
MANDIRI20210865	31	0
MANDIRI20210866	32	1
MANDIRI20210866	25	0
MANDIRI20210866	5	0
MANDIRI20210866	9	0
MANDIRI20210866	2	0
MANDIRI20210867	30	1
MANDIRI20210867	2	0
MANDIRI20210867	3	0
MANDIRI20210867	13	0
MANDIRI20210867	18	0
MANDIRI20210868	11	0
MANDIRI20210868	10	0
MANDIRI20210868	19	0
MANDIRI20210868	32	0
MANDIRI20210868	16	0
MANDIRI20210869	2	1
MANDIRI20210869	1	0
MANDIRI20210870	19	1
MANDIRI20210870	10	0
MANDIRI20210871	2	1
MANDIRI20210871	16	0
MANDIRI20210871	17	0
MANDIRI20210871	24	0
MANDIRI20210871	11	0
MANDIRI20210872	8	1
MANDIRI20210872	10	0
MANDIRI20210872	32	0
MANDIRI20210872	5	0
MANDIRI20210872	7	0
MANDIRI20210873	21	1
MANDIRI20210873	15	0
MANDIRI20210873	8	0
MANDIRI20210873	4	0
MANDIRI20210873	14	0
MANDIRI20210874	13	1
MANDIRI20210874	15	0
MANDIRI20210874	24	0
MANDIRI20210874	23	0
MANDIRI20210874	8	0
MANDIRI20210875	26	1
MANDIRI20210875	7	0
MANDIRI20210875	25	0
MANDIRI20210875	22	0
MANDIRI20210875	11	0
MANDIRI20210876	28	1
MANDIRI20210876	5	0
MANDIRI20210877	26	1
MANDIRI20210877	7	0
MANDIRI20210878	30	1
MANDIRI20210878	9	0
MANDIRI20210878	19	0
MANDIRI20210878	2	0
MANDIRI20210878	14	0
MANDIRI20210879	11	1
MANDIRI20210879	11	0
MANDIRI20210880	11	1
MANDIRI20210880	31	0
MANDIRI20210880	28	0
MANDIRI20210880	29	0
MANDIRI20210880	6	0
MANDIRI20210881	13	1
MANDIRI20210881	32	0
MANDIRI20210881	16	0
MANDIRI20210881	15	0
MANDIRI20210881	7	0
MANDIRI20210882	22	1
MANDIRI20210882	20	0
MANDIRI20210883	8	1
MANDIRI20210883	32	0
MANDIRI20210884	18	1
MANDIRI20210884	25	0
MANDIRI20210884	17	0
MANDIRI20210884	9	0
MANDIRI20210884	5	0
MANDIRI20210885	32	1
MANDIRI20210885	29	0
MANDIRI20210885	15	0
MANDIRI20210885	16	0
MANDIRI20210885	22	0
MANDIRI20210886	8	0
MANDIRI20210886	29	0
MANDIRI20210887	2	1
MANDIRI20210887	28	0
MANDIRI20210887	12	0
MANDIRI20210887	25	0
MANDIRI20210887	23	0
MANDIRI20210888	26	0
