ApplicantID	UTBKSubjectID	Score
MANDIRI20210235	10	615
MANDIRI20210235	11	790
MANDIRI20210235	12	549
MANDIRI20210237	5	694
MANDIRI20210237	6	562
MANDIRI20210237	7	630
MANDIRI20210237	8	539
MANDIRI20210237	9	680
MANDIRI20210237	10	731
MANDIRI20210237	11	693
MANDIRI20210237	12	454
MANDIRI20210239	1	735
MANDIRI20210239	2	547
MANDIRI20210239	3	713
MANDIRI20210239	4	574
MANDIRI20210239	9	791
MANDIRI20210239	10	750
MANDIRI20210239	11	785
MANDIRI20210239	12	636
MANDIRI20210240	1	726
MANDIRI20210240	2	703
MANDIRI20210240	3	468
MANDIRI20210240	4	773
MANDIRI20210240	9	681
MANDIRI20210240	10	789
MANDIRI20210240	11	686
MANDIRI20210240	12	711
MANDIRI20210243	5	726
MANDIRI20210243	6	684
MANDIRI20210243	7	468
MANDIRI20210243	8	553
MANDIRI20210243	9	518
MANDIRI20210243	10	505
MANDIRI20210243	11	770
MANDIRI20210243	12	633
MANDIRI20210244	5	498
MANDIRI20210244	6	465
MANDIRI20210244	7	662
MANDIRI20210244	8	687
MANDIRI20210244	9	475
MANDIRI20210244	10	468
MANDIRI20210244	11	747
MANDIRI20210244	12	562
MANDIRI20210245	5	716
MANDIRI20210245	6	686
MANDIRI20210245	7	613
MANDIRI20210245	8	561
MANDIRI20210245	9	672
MANDIRI20210245	10	606
MANDIRI20210245	11	681
MANDIRI20210245	12	527
MANDIRI20210246	5	748
MANDIRI20210246	6	757
MANDIRI20210246	7	476
MANDIRI20210246	8	503
MANDIRI20210246	9	697
MANDIRI20210246	10	536
MANDIRI20210246	11	463
MANDIRI20210246	12	574
MANDIRI20210247	5	547
MANDIRI20210247	6	784
MANDIRI20210247	7	715
MANDIRI20210247	8	651
MANDIRI20210247	9	519
MANDIRI20210247	10	675
MANDIRI20210247	11	527
MANDIRI20210247	12	778
MANDIRI20210250	1	607
MANDIRI20210250	2	479
MANDIRI20210250	3	758
MANDIRI20210250	4	478
MANDIRI20210250	9	790
MANDIRI20210250	10	681
MANDIRI20210250	11	705
MANDIRI20210250	12	564
MANDIRI20210251	5	659
MANDIRI20210251	6	583
MANDIRI20210251	7	727
MANDIRI20210251	8	779
MANDIRI20210251	9	667
MANDIRI20210251	10	620
MANDIRI20210251	11	533
MANDIRI20210251	12	760
MANDIRI20210258	1	722
MANDIRI20210258	2	503
MANDIRI20210258	3	642
MANDIRI20210258	4	516
MANDIRI20210258	9	467
MANDIRI20210258	10	528
MANDIRI20210258	11	543
MANDIRI20210258	12	624
MANDIRI20210261	5	459
MANDIRI20210261	6	670
MANDIRI20210261	7	724
MANDIRI20210261	8	641
MANDIRI20210261	9	768
MANDIRI20210261	10	787
MANDIRI20210261	11	660
MANDIRI20210261	12	473
MANDIRI20210262	1	605
MANDIRI20210262	2	678
MANDIRI20210262	3	525
MANDIRI20210262	4	465
MANDIRI20210262	9	547
MANDIRI20210262	10	556
MANDIRI20210262	11	660
MANDIRI20210262	12	574
MANDIRI20210267	5	497
MANDIRI20210267	6	495
MANDIRI20210267	7	681
MANDIRI20210267	8	638
MANDIRI20210267	9	539
MANDIRI20210267	10	711
MANDIRI20210267	11	762
MANDIRI20210267	12	773
MANDIRI20210269	1	577
MANDIRI20210269	2	549
MANDIRI20210269	3	628
MANDIRI20210269	4	557
MANDIRI20210269	9	522
MANDIRI20210269	10	648
MANDIRI20210269	11	456
MANDIRI20210269	12	492
MANDIRI20210270	5	539
MANDIRI20210270	6	758
MANDIRI20210270	7	479
MANDIRI20210270	8	614
MANDIRI20210270	9	771
MANDIRI20210270	10	487
MANDIRI20210270	11	476
MANDIRI20210270	12	559
MANDIRI20210271	5	767
MANDIRI20210271	6	480
MANDIRI20210271	7	562
MANDIRI20210271	8	768
MANDIRI20210271	9	764
MANDIRI20210271	10	653
MANDIRI20210271	11	601
MANDIRI20210271	12	737
MANDIRI20210273	1	746
MANDIRI20210273	2	666
MANDIRI20210273	3	670
MANDIRI20210273	4	764
MANDIRI20210273	9	638
MANDIRI20210273	10	742
MANDIRI20210273	11	794
MANDIRI20210273	12	546
MANDIRI20210274	1	474
MANDIRI20210274	2	529
MANDIRI20210274	3	797
MANDIRI20210274	4	687
MANDIRI20210274	9	772
MANDIRI20210274	10	683
MANDIRI20210274	11	679
MANDIRI20210274	12	577
MANDIRI20210275	1	512
MANDIRI20210275	2	751
MANDIRI20210275	3	647
MANDIRI20210275	4	673
MANDIRI20210275	9	601
MANDIRI20210275	10	669
MANDIRI20210275	11	455
MANDIRI20210275	12	488
MANDIRI20210278	1	556
MANDIRI20210278	2	763
MANDIRI20210278	3	579
MANDIRI20210278	4	752
MANDIRI20210278	9	639
MANDIRI20210278	10	607
MANDIRI20210278	11	526
MANDIRI20210278	12	531
MANDIRI20210282	5	751
MANDIRI20210282	6	560
MANDIRI20210282	7	744
MANDIRI20210282	8	519
MANDIRI20210282	9	563
MANDIRI20210282	10	613
MANDIRI20210282	11	688
MANDIRI20210282	12	532
MANDIRI20210283	5	572
MANDIRI20210283	6	741
MANDIRI20210283	7	552
MANDIRI20210283	8	485
MANDIRI20210283	9	676
MANDIRI20210283	10	696
MANDIRI20210283	11	517
MANDIRI20210283	12	511
MANDIRI20210285	5	684
MANDIRI20210285	6	500
MANDIRI20210285	7	680
MANDIRI20210285	8	766
MANDIRI20210285	9	470
MANDIRI20210285	10	628
MANDIRI20210285	11	572
MANDIRI20210285	12	580
MANDIRI20210286	1	701
MANDIRI20210286	2	794
MANDIRI20210286	3	775
MANDIRI20210286	4	556
MANDIRI20210286	9	746
MANDIRI20210286	10	761
MANDIRI20210286	11	638
MANDIRI20210286	12	612
MANDIRI20210287	5	536
MANDIRI20210287	6	655
MANDIRI20210287	7	532
MANDIRI20210287	8	508
MANDIRI20210287	9	710
MANDIRI20210287	10	776
MANDIRI20210287	11	735
MANDIRI20210287	12	631
MANDIRI20210288	5	525
MANDIRI20210288	6	702
MANDIRI20210288	7	634
MANDIRI20210288	8	789
MANDIRI20210288	9	553
MANDIRI20210288	10	782
MANDIRI20210288	11	614
MANDIRI20210288	12	522
MANDIRI20210289	1	491
MANDIRI20210289	2	607
MANDIRI20210289	3	512
MANDIRI20210289	4	613
MANDIRI20210289	9	753
MANDIRI20210289	10	548
MANDIRI20210289	11	480
MANDIRI20210289	12	519
MANDIRI20210291	5	470
MANDIRI20210291	6	526
MANDIRI20210291	7	479
MANDIRI20210291	8	599
MANDIRI20210291	9	706
MANDIRI20210291	10	744
MANDIRI20210291	11	573
MANDIRI20210291	12	528
MANDIRI20210293	5	632
MANDIRI20210293	6	794
MANDIRI20210293	7	459
MANDIRI20210293	8	620
MANDIRI20210293	9	751
MANDIRI20210293	10	741
MANDIRI20210293	11	450
MANDIRI20210293	12	651
MANDIRI20210294	5	479
MANDIRI20210294	6	601
MANDIRI20210294	7	581
MANDIRI20210294	8	624
MANDIRI20210294	9	519
MANDIRI20210294	10	555
MANDIRI20210294	11	659
MANDIRI20210294	12	779
MANDIRI20210295	5	659
MANDIRI20210295	6	652
MANDIRI20210295	7	596
MANDIRI20210295	8	771
MANDIRI20210295	9	676
MANDIRI20210295	10	583
MANDIRI20210295	11	468
MANDIRI20210295	12	728
MANDIRI20210296	5	630
MANDIRI20210296	6	512
MANDIRI20210296	7	758
MANDIRI20210296	8	479
MANDIRI20210296	9	451
MANDIRI20210296	10	579
MANDIRI20210296	11	480
MANDIRI20210296	12	748
MANDIRI20210300	1	589
MANDIRI20210300	2	750
MANDIRI20210300	3	595
MANDIRI20210300	4	612
MANDIRI20210300	9	659
MANDIRI20210300	10	480
MANDIRI20210300	11	459
MANDIRI20210300	12	511
MANDIRI20210303	5	743
MANDIRI20210303	6	743
MANDIRI20210303	7	496
MANDIRI20210303	8	517
MANDIRI20210303	9	573
MANDIRI20210303	10	487
MANDIRI20210303	11	671
MANDIRI20210303	12	467
MANDIRI20210304	5	530
MANDIRI20210304	6	670
MANDIRI20210304	7	614
MANDIRI20210304	8	627
MANDIRI20210304	9	623
MANDIRI20210304	10	717
MANDIRI20210304	11	761
MANDIRI20210304	12	688
MANDIRI20210308	1	533
MANDIRI20210308	2	509
MANDIRI20210308	3	777
MANDIRI20210308	4	756
MANDIRI20210308	9	525
MANDIRI20210308	10	487
MANDIRI20210308	11	772
MANDIRI20210308	12	549
MANDIRI20210310	1	738
MANDIRI20210310	2	512
MANDIRI20210310	3	638
MANDIRI20210310	4	780
MANDIRI20210310	9	769
MANDIRI20210310	10	508
MANDIRI20210310	11	608
MANDIRI20210310	12	520
MANDIRI20210314	5	500
MANDIRI20210314	6	713
MANDIRI20210314	7	792
MANDIRI20210314	8	655
MANDIRI20210314	9	760
MANDIRI20210314	10	519
MANDIRI20210314	11	630
MANDIRI20210314	12	471
MANDIRI20210315	5	743
MANDIRI20210315	6	612
MANDIRI20210315	7	741
MANDIRI20210315	8	695
MANDIRI20210315	9	654
MANDIRI20210315	10	723
MANDIRI20210315	11	554
MANDIRI20210315	12	494
MANDIRI20210316	5	560
MANDIRI20210316	6	627
MANDIRI20210316	7	577
MANDIRI20210316	8	623
MANDIRI20210316	9	717
MANDIRI20210316	10	772
MANDIRI20210316	11	571
MANDIRI20210316	12	568
MANDIRI20210317	1	522
MANDIRI20210317	2	669
MANDIRI20210317	3	699
MANDIRI20210317	4	606
MANDIRI20210317	9	521
MANDIRI20210317	10	651
MANDIRI20210317	11	623
MANDIRI20210317	12	707
MANDIRI20210318	1	467
MANDIRI20210318	2	753
MANDIRI20210318	3	627
MANDIRI20210318	4	516
MANDIRI20210318	9	733
MANDIRI20210318	10	521
MANDIRI20210318	11	537
MANDIRI20210318	12	525
MANDIRI20210320	1	735
MANDIRI20210320	2	593
MANDIRI20210320	3	534
MANDIRI20210320	4	782
MANDIRI20210320	9	522
MANDIRI20210320	10	545
MANDIRI20210320	11	641
MANDIRI20210320	12	749
MANDIRI20210321	5	784
MANDIRI20210321	6	460
MANDIRI20210321	7	778
MANDIRI20210321	8	567
MANDIRI20210321	9	537
MANDIRI20210321	10	742
MANDIRI20210321	11	799
MANDIRI20210321	12	523
MANDIRI20210322	5	792
MANDIRI20210322	6	770
MANDIRI20210322	7	756
MANDIRI20210322	8	666
MANDIRI20210322	9	795
MANDIRI20210322	10	657
MANDIRI20210322	11	503
MANDIRI20210322	12	576
MANDIRI20210324	5	727
MANDIRI20210324	6	753
MANDIRI20210324	7	626
MANDIRI20210324	8	708
MANDIRI20210324	9	791
MANDIRI20210324	10	483
MANDIRI20210324	11	575
MANDIRI20210324	12	656
MANDIRI20210325	5	552
MANDIRI20210325	6	525
MANDIRI20210325	7	722
MANDIRI20210325	8	708
MANDIRI20210325	9	478
MANDIRI20210325	10	786
MANDIRI20210325	11	521
MANDIRI20210325	12	785
MANDIRI20210326	1	777
MANDIRI20210326	2	757
MANDIRI20210326	3	614
MANDIRI20210326	4	569
MANDIRI20210326	9	485
MANDIRI20210326	10	525
MANDIRI20210326	11	691
MANDIRI20210326	12	525
MANDIRI20210327	1	555
MANDIRI20210327	2	580
MANDIRI20210327	3	560
MANDIRI20210327	4	749
MANDIRI20210327	9	734
MANDIRI20210327	10	541
MANDIRI20210327	11	649
MANDIRI20210327	12	711
MANDIRI20210329	5	755
MANDIRI20210329	6	743
MANDIRI20210329	7	794
MANDIRI20210329	8	678
MANDIRI20210329	9	564
MANDIRI20210329	10	798
MANDIRI20210329	11	637
MANDIRI20210329	12	623
MANDIRI20210331	5	622
MANDIRI20210331	6	541
MANDIRI20210331	7	512
MANDIRI20210331	8	752
MANDIRI20210331	9	760
MANDIRI20210331	10	460
MANDIRI20210331	11	501
MANDIRI20210331	12	492
MANDIRI20210334	1	560
MANDIRI20210334	2	623
MANDIRI20210334	3	618
MANDIRI20210334	4	481
MANDIRI20210334	9	591
MANDIRI20210334	10	519
MANDIRI20210334	11	709
MANDIRI20210334	12	735
MANDIRI20210335	1	494
MANDIRI20210335	2	729
MANDIRI20210335	3	673
MANDIRI20210335	4	533
MANDIRI20210335	9	603
MANDIRI20210335	10	675
MANDIRI20210335	11	683
MANDIRI20210335	12	607
MANDIRI20210336	5	585
MANDIRI20210336	6	771
MANDIRI20210336	7	606
MANDIRI20210336	8	717
MANDIRI20210336	9	583
MANDIRI20210336	10	523
MANDIRI20210336	11	660
MANDIRI20210336	12	483
MANDIRI20210338	1	589
MANDIRI20210338	2	454
MANDIRI20210338	3	611
MANDIRI20210338	4	792
MANDIRI20210338	9	468
MANDIRI20210338	10	456
MANDIRI20210338	11	730
MANDIRI20210338	12	467
MANDIRI20210340	1	582
MANDIRI20210340	2	774
MANDIRI20210340	3	484
MANDIRI20210340	4	507
MANDIRI20210340	9	456
MANDIRI20210340	10	575
MANDIRI20210340	11	633
MANDIRI20210340	12	747
MANDIRI20210341	1	601
MANDIRI20210341	2	628
MANDIRI20210341	3	790
MANDIRI20210341	4	689
MANDIRI20210341	9	533
MANDIRI20210341	10	548
MANDIRI20210341	11	450
MANDIRI20210341	12	797
MANDIRI20210344	5	662
MANDIRI20210344	6	510
MANDIRI20210344	7	602
MANDIRI20210344	8	553
MANDIRI20210344	9	779
MANDIRI20210344	10	646
MANDIRI20210344	11	691
MANDIRI20210344	12	554
MANDIRI20210346	5	664
MANDIRI20210346	6	711
MANDIRI20210346	7	708
MANDIRI20210346	8	576
MANDIRI20210346	9	739
MANDIRI20210346	10	773
MANDIRI20210346	11	675
MANDIRI20210346	12	505
MANDIRI20210347	1	743
MANDIRI20210347	2	558
MANDIRI20210347	3	524
MANDIRI20210347	4	704
MANDIRI20210347	9	782
MANDIRI20210347	10	674
MANDIRI20210347	11	548
MANDIRI20210347	12	471
MANDIRI20210348	5	708
MANDIRI20210348	6	699
MANDIRI20210348	7	602
MANDIRI20210348	8	574
MANDIRI20210348	9	759
MANDIRI20210348	10	785
MANDIRI20210348	11	766
MANDIRI20210348	12	508
MANDIRI20210350	5	728
MANDIRI20210350	6	719
MANDIRI20210350	7	551
MANDIRI20210350	8	474
MANDIRI20210350	9	481
MANDIRI20210350	10	772
MANDIRI20210350	11	685
MANDIRI20210350	12	754
MANDIRI20210351	1	630
MANDIRI20210351	2	615
MANDIRI20210351	3	562
MANDIRI20210351	4	793
MANDIRI20210351	9	635
MANDIRI20210351	10	645
MANDIRI20210351	11	780
MANDIRI20210351	12	633
MANDIRI20210352	5	544
MANDIRI20210352	6	686
MANDIRI20210352	7	758
MANDIRI20210352	8	585
MANDIRI20210352	9	772
MANDIRI20210352	10	638
MANDIRI20210352	11	514
MANDIRI20210352	12	745
MANDIRI20210354	1	758
MANDIRI20210354	2	467
MANDIRI20210354	3	756
MANDIRI20210354	4	564
MANDIRI20210354	9	538
MANDIRI20210354	10	687
MANDIRI20210354	11	742
MANDIRI20210354	12	669
MANDIRI20210355	1	547
MANDIRI20210355	2	571
MANDIRI20210355	3	516
MANDIRI20210355	4	451
MANDIRI20210355	9	601
MANDIRI20210355	10	451
MANDIRI20210355	11	744
MANDIRI20210355	12	737
MANDIRI20210356	5	677
MANDIRI20210356	6	514
MANDIRI20210356	7	471
MANDIRI20210356	8	712
MANDIRI20210356	9	498
MANDIRI20210356	10	511
MANDIRI20210356	11	717
MANDIRI20210356	12	471
MANDIRI20210357	1	744
MANDIRI20210357	2	779
MANDIRI20210357	3	788
MANDIRI20210357	4	551
MANDIRI20210357	9	543
MANDIRI20210357	10	628
MANDIRI20210357	11	673
MANDIRI20210357	12	531
MANDIRI20210362	5	454
MANDIRI20210362	6	611
MANDIRI20210362	7	727
MANDIRI20210362	8	624
MANDIRI20210362	9	661
MANDIRI20210362	10	769
MANDIRI20210362	11	455
MANDIRI20210362	12	687
MANDIRI20210363	5	726
MANDIRI20210363	6	686
MANDIRI20210363	7	597
MANDIRI20210363	8	736
MANDIRI20210363	9	644
MANDIRI20210363	10	604
MANDIRI20210363	11	749
MANDIRI20210363	12	463
MANDIRI20210364	1	571
MANDIRI20210364	2	551
MANDIRI20210364	3	778
MANDIRI20210364	4	478
MANDIRI20210364	9	468
MANDIRI20210364	10	567
MANDIRI20210364	11	522
MANDIRI20210364	12	796
MANDIRI20210365	1	531
MANDIRI20210365	2	518
MANDIRI20210365	3	471
MANDIRI20210365	4	616
MANDIRI20210365	9	457
MANDIRI20210365	10	686
MANDIRI20210365	11	748
MANDIRI20210365	12	517
MANDIRI20210366	5	755
MANDIRI20210366	6	538
MANDIRI20210366	7	656
MANDIRI20210366	8	711
MANDIRI20210366	9	800
MANDIRI20210366	10	476
MANDIRI20210366	11	557
MANDIRI20210366	12	575
MANDIRI20210368	5	457
MANDIRI20210368	6	639
MANDIRI20210368	7	770
MANDIRI20210368	8	450
MANDIRI20210368	9	719
MANDIRI20210368	10	472
MANDIRI20210368	11	771
MANDIRI20210368	12	511
MANDIRI20210369	5	669
MANDIRI20210369	6	562
MANDIRI20210369	7	762
MANDIRI20210369	8	686
MANDIRI20210369	9	503
MANDIRI20210369	10	450
MANDIRI20210369	11	770
MANDIRI20210369	12	624
MANDIRI20210370	5	751
MANDIRI20210370	6	527
MANDIRI20210370	7	672
MANDIRI20210370	8	609
MANDIRI20210370	9	545
MANDIRI20210370	10	702
MANDIRI20210370	11	670
MANDIRI20210370	12	480
MANDIRI20210371	5	552
MANDIRI20210371	6	600
MANDIRI20210371	7	462
MANDIRI20210371	8	569
MANDIRI20210371	9	786
MANDIRI20210371	10	549
MANDIRI20210371	11	559
MANDIRI20210371	12	715
MANDIRI20210372	5	613
MANDIRI20210372	6	769
MANDIRI20210372	7	457
MANDIRI20210372	8	473
MANDIRI20210372	9	482
MANDIRI20210372	10	614
MANDIRI20210372	11	523
MANDIRI20210372	12	716
MANDIRI20210373	1	566
MANDIRI20210373	2	767
MANDIRI20210373	3	774
MANDIRI20210373	4	639
MANDIRI20210373	9	480
MANDIRI20210373	10	775
MANDIRI20210373	11	731
MANDIRI20210373	12	700
MANDIRI20210374	1	560
MANDIRI20210374	2	539
MANDIRI20210374	3	600
MANDIRI20210374	4	480
MANDIRI20210374	9	722
MANDIRI20210374	10	483
MANDIRI20210374	11	606
MANDIRI20210374	12	609
MANDIRI20210375	1	790
MANDIRI20210375	2	549
MANDIRI20210375	3	785
MANDIRI20210375	4	663
MANDIRI20210375	9	588
MANDIRI20210375	10	563
MANDIRI20210375	11	721
MANDIRI20210375	12	652
MANDIRI20210378	1	619
MANDIRI20210378	2	556
MANDIRI20210378	3	641
MANDIRI20210378	4	797
MANDIRI20210378	9	619
MANDIRI20210378	10	732
MANDIRI20210378	11	653
MANDIRI20210378	12	654
MANDIRI20210382	1	628
MANDIRI20210382	2	788
MANDIRI20210382	3	608
MANDIRI20210382	4	554
MANDIRI20210382	9	739
MANDIRI20210382	10	538
MANDIRI20210382	11	478
MANDIRI20210382	12	756
MANDIRI20210383	5	471
MANDIRI20210383	6	456
MANDIRI20210383	7	489
MANDIRI20210383	8	681
MANDIRI20210383	9	732
MANDIRI20210383	10	598
MANDIRI20210383	11	715
MANDIRI20210383	12	451
MANDIRI20210385	5	614
MANDIRI20210385	6	531
MANDIRI20210385	7	531
MANDIRI20210385	8	746
MANDIRI20210385	9	722
MANDIRI20210385	10	768
MANDIRI20210385	11	509
MANDIRI20210385	12	785
MANDIRI20210387	1	673
MANDIRI20210387	2	608
MANDIRI20210387	3	451
MANDIRI20210387	4	784
MANDIRI20210387	9	558
MANDIRI20210387	10	743
MANDIRI20210387	11	615
MANDIRI20210387	12	569
MANDIRI20210388	1	470
MANDIRI20210388	2	508
MANDIRI20210388	3	751
MANDIRI20210388	4	697
MANDIRI20210388	9	603
MANDIRI20210388	10	583
MANDIRI20210388	11	618
MANDIRI20210388	12	724
MANDIRI20210390	5	586
MANDIRI20210390	6	794
MANDIRI20210390	7	520
MANDIRI20210390	8	534
MANDIRI20210390	9	542
MANDIRI20210390	10	513
MANDIRI20210390	11	641
MANDIRI20210390	12	758
MANDIRI20210394	5	622
MANDIRI20210394	6	759
MANDIRI20210394	7	796
MANDIRI20210394	8	614
MANDIRI20210394	9	641
MANDIRI20210394	10	504
MANDIRI20210394	11	663
MANDIRI20210394	12	636
MANDIRI20210395	1	537
MANDIRI20210395	2	519
MANDIRI20210395	3	513
MANDIRI20210395	4	560
MANDIRI20210395	9	483
MANDIRI20210395	10	536
MANDIRI20210395	11	490
MANDIRI20210395	12	625
MANDIRI20210396	1	665
MANDIRI20210396	2	677
MANDIRI20210396	3	583
MANDIRI20210396	4	605
MANDIRI20210396	9	501
MANDIRI20210396	10	478
MANDIRI20210396	11	714
MANDIRI20210396	12	621
MANDIRI20210397	1	669
MANDIRI20210397	2	760
MANDIRI20210397	3	514
MANDIRI20210397	4	548
MANDIRI20210397	9	462
MANDIRI20210397	10	674
MANDIRI20210397	11	500
MANDIRI20210397	12	504
MANDIRI20210398	1	585
MANDIRI20210398	2	583
MANDIRI20210398	3	475
MANDIRI20210398	4	601
MANDIRI20210398	9	724
MANDIRI20210398	10	567
MANDIRI20210398	11	775
MANDIRI20210398	12	715
MANDIRI20210399	1	536
MANDIRI20210399	2	669
MANDIRI20210399	3	760
MANDIRI20210399	4	740
MANDIRI20210399	9	622
MANDIRI20210399	10	511
MANDIRI20210399	11	784
MANDIRI20210399	12	599
MANDIRI20210400	5	687
MANDIRI20210400	6	788
MANDIRI20210400	7	508
MANDIRI20210400	8	505
MANDIRI20210400	9	672
MANDIRI20210400	10	754
MANDIRI20210400	11	601
MANDIRI20210400	12	536
MANDIRI20210402	5	646
MANDIRI20210402	6	629
MANDIRI20210402	7	783
MANDIRI20210402	8	610
MANDIRI20210402	9	660
MANDIRI20210402	10	456
MANDIRI20210402	11	548
MANDIRI20210402	12	658
MANDIRI20210405	5	769
MANDIRI20210405	6	797
MANDIRI20210405	7	722
MANDIRI20210405	8	763
MANDIRI20210405	9	497
MANDIRI20210405	10	748
MANDIRI20210405	11	482
MANDIRI20210405	12	616
MANDIRI20210406	5	528
MANDIRI20210406	6	615
MANDIRI20210406	7	797
MANDIRI20210406	8	492
MANDIRI20210406	9	630
MANDIRI20210406	10	463
MANDIRI20210406	11	569
MANDIRI20210406	12	724
MANDIRI20210409	1	455
MANDIRI20210409	2	554
MANDIRI20210409	3	670
MANDIRI20210409	4	711
MANDIRI20210409	9	644
MANDIRI20210409	10	660
MANDIRI20210409	11	733
MANDIRI20210409	12	690
MANDIRI20210410	5	511
MANDIRI20210410	6	698
MANDIRI20210410	7	599
MANDIRI20210410	8	724
MANDIRI20210410	9	758
MANDIRI20210410	10	778
MANDIRI20210410	11	594
MANDIRI20210410	12	678
MANDIRI20210412	5	535
MANDIRI20210412	6	775
MANDIRI20210412	7	725
MANDIRI20210412	8	492
MANDIRI20210412	9	795
MANDIRI20210412	10	620
MANDIRI20210412	11	730
MANDIRI20210412	12	705
MANDIRI20210413	1	722
MANDIRI20210413	2	716
MANDIRI20210413	3	699
MANDIRI20210413	4	595
MANDIRI20210413	9	456
MANDIRI20210413	10	649
MANDIRI20210413	11	610
MANDIRI20210413	12	497
MANDIRI20210414	5	551
MANDIRI20210414	6	770
MANDIRI20210414	7	462
MANDIRI20210414	8	759
MANDIRI20210414	9	574
MANDIRI20210414	10	572
MANDIRI20210414	11	519
MANDIRI20210414	12	547
MANDIRI20210418	5	648
MANDIRI20210418	6	678
MANDIRI20210418	7	621
MANDIRI20210418	8	776
MANDIRI20210418	9	571
MANDIRI20210418	10	471
MANDIRI20210418	11	538
MANDIRI20210418	12	706
MANDIRI20210420	1	540
MANDIRI20210420	2	604
MANDIRI20210420	3	593
MANDIRI20210420	4	678
MANDIRI20210420	9	749
MANDIRI20210420	10	760
MANDIRI20210420	11	573
MANDIRI20210420	12	741
MANDIRI20210422	5	472
MANDIRI20210422	6	694
MANDIRI20210422	7	493
MANDIRI20210422	8	627
MANDIRI20210422	9	605
MANDIRI20210422	10	490
MANDIRI20210422	11	631
MANDIRI20210422	12	748
MANDIRI20210425	1	784
MANDIRI20210425	2	756
MANDIRI20210425	3	573
MANDIRI20210425	4	737
MANDIRI20210425	9	561
MANDIRI20210425	10	634
MANDIRI20210425	11	600
MANDIRI20210425	12	453
MANDIRI20210427	1	509
MANDIRI20210427	2	581
MANDIRI20210427	3	492
MANDIRI20210427	4	754
MANDIRI20210427	9	586
MANDIRI20210427	10	473
MANDIRI20210427	11	662
MANDIRI20210427	12	694
MANDIRI20210433	5	455
MANDIRI20210433	6	498
MANDIRI20210433	7	463
MANDIRI20210433	8	696
MANDIRI20210433	9	481
MANDIRI20210433	10	556
MANDIRI20210433	11	724
MANDIRI20210433	12	688
MANDIRI20210435	1	677
MANDIRI20210435	2	743
MANDIRI20210435	3	786
MANDIRI20210435	4	793
MANDIRI20210435	9	721
MANDIRI20210435	10	521
MANDIRI20210435	11	513
MANDIRI20210435	12	527
MANDIRI20210437	1	581
MANDIRI20210437	2	796
MANDIRI20210437	3	565
MANDIRI20210437	4	593
MANDIRI20210437	9	742
MANDIRI20210437	10	528
MANDIRI20210437	11	655
MANDIRI20210437	12	567
MANDIRI20210438	1	516
MANDIRI20210438	2	636
MANDIRI20210438	3	730
MANDIRI20210438	4	685
MANDIRI20210438	9	769
MANDIRI20210438	10	725
MANDIRI20210438	11	597
MANDIRI20210438	12	664
MANDIRI20210439	5	640
MANDIRI20210439	6	656
MANDIRI20210439	7	754
MANDIRI20210439	8	745
MANDIRI20210439	9	723
MANDIRI20210439	10	656
MANDIRI20210439	11	530
MANDIRI20210439	12	565
MANDIRI20210442	1	646
MANDIRI20210442	2	605
MANDIRI20210442	3	664
MANDIRI20210442	4	690
MANDIRI20210442	9	726
MANDIRI20210442	10	567
MANDIRI20210442	11	538
MANDIRI20210442	12	744
MANDIRI20210443	5	533
MANDIRI20210443	6	459
MANDIRI20210443	7	744
MANDIRI20210443	8	592
MANDIRI20210443	9	789
MANDIRI20210443	10	747
MANDIRI20210443	11	453
MANDIRI20210443	12	578
MANDIRI20210445	1	560
MANDIRI20210445	2	598
MANDIRI20210445	3	508
MANDIRI20210445	4	677
MANDIRI20210445	9	514
MANDIRI20210445	10	676
MANDIRI20210445	11	482
MANDIRI20210445	12	715
MANDIRI20210446	1	744
MANDIRI20210446	2	497
MANDIRI20210446	3	749
MANDIRI20210446	4	760
MANDIRI20210446	9	770
MANDIRI20210446	10	596
MANDIRI20210446	11	645
MANDIRI20210446	12	735
MANDIRI20210447	5	670
MANDIRI20210447	6	508
MANDIRI20210447	7	604
MANDIRI20210447	8	614
MANDIRI20210447	9	636
MANDIRI20210447	10	462
MANDIRI20210447	11	666
MANDIRI20210447	12	532
MANDIRI20210449	1	511
MANDIRI20210449	2	515
MANDIRI20210449	3	618
MANDIRI20210449	4	795
MANDIRI20210449	9	535
MANDIRI20210449	10	794
MANDIRI20210449	11	644
MANDIRI20210449	12	559
MANDIRI20210450	1	682
MANDIRI20210450	2	543
MANDIRI20210450	3	772
MANDIRI20210450	4	685
MANDIRI20210450	9	787
MANDIRI20210450	10	571
MANDIRI20210450	11	461
MANDIRI20210450	12	757
MANDIRI20210451	1	499
MANDIRI20210451	2	795
MANDIRI20210451	3	778
MANDIRI20210451	4	472
MANDIRI20210451	9	732
MANDIRI20210451	10	730
MANDIRI20210451	11	527
MANDIRI20210451	12	517
MANDIRI20210452	1	469
MANDIRI20210452	2	772
MANDIRI20210452	3	547
MANDIRI20210452	4	497
MANDIRI20210452	9	470
MANDIRI20210452	10	506
MANDIRI20210452	11	593
MANDIRI20210452	12	713
MANDIRI20210453	1	679
MANDIRI20210453	2	722
MANDIRI20210453	3	590
MANDIRI20210453	4	638
MANDIRI20210453	9	693
MANDIRI20210453	10	620
MANDIRI20210453	11	472
MANDIRI20210453	12	512
MANDIRI20210455	5	791
MANDIRI20210455	6	698
MANDIRI20210455	7	790
