ApplicantID	SchoolMajorID	Semester	SchoolSubjectID	Score
MANDIRI20210534	1	4	4	66
MANDIRI20210534	1	4	5	58
MANDIRI20210534	1	4	6	99
MANDIRI20210534	1	5	1	65
MANDIRI20210534	1	5	2	94
MANDIRI20210534	1	5	3	87
MANDIRI20210534	1	5	4	93
MANDIRI20210534	1	5	5	77
MANDIRI20210534	1	5	6	86
MANDIRI20210535	1	1	1	67
MANDIRI20210535	1	1	2	93
MANDIRI20210535	1	1	3	96
MANDIRI20210535	1	1	4	66
MANDIRI20210535	1	1	5	84
MANDIRI20210535	1	1	6	72
MANDIRI20210535	1	2	1	97
MANDIRI20210535	1	2	2	96
MANDIRI20210535	1	2	3	60
MANDIRI20210535	1	2	4	87
MANDIRI20210535	1	2	5	98
MANDIRI20210535	1	2	6	50
MANDIRI20210535	1	3	1	90
MANDIRI20210535	1	3	2	100
MANDIRI20210535	1	3	3	94
MANDIRI20210535	1	3	4	90
MANDIRI20210535	1	3	5	99
MANDIRI20210535	1	3	6	63
MANDIRI20210535	1	4	1	70
MANDIRI20210535	1	4	2	58
MANDIRI20210535	1	4	3	55
MANDIRI20210535	1	4	4	68
MANDIRI20210535	1	4	5	62
MANDIRI20210535	1	4	6	82
MANDIRI20210535	1	5	1	62
MANDIRI20210535	1	5	2	55
MANDIRI20210535	1	5	3	100
MANDIRI20210535	1	5	4	83
MANDIRI20210535	1	5	5	92
MANDIRI20210535	1	5	6	57
MANDIRI20210536	2	1	1	83
MANDIRI20210536	2	1	2	81
MANDIRI20210536	2	1	3	76
MANDIRI20210536	2	1	7	65
MANDIRI20210536	2	1	8	54
MANDIRI20210536	2	1	9	58
MANDIRI20210536	2	2	1	68
MANDIRI20210536	2	2	2	100
MANDIRI20210536	2	2	3	82
MANDIRI20210536	2	2	7	55
MANDIRI20210536	2	2	8	86
MANDIRI20210536	2	2	9	60
MANDIRI20210536	2	3	1	94
MANDIRI20210536	2	3	2	76
MANDIRI20210536	2	3	3	97
MANDIRI20210536	2	3	7	87
MANDIRI20210536	2	3	8	81
MANDIRI20210536	2	3	9	58
MANDIRI20210536	2	4	1	59
MANDIRI20210536	2	4	2	63
MANDIRI20210536	2	4	3	71
MANDIRI20210536	2	4	7	66
MANDIRI20210536	2	4	8	65
MANDIRI20210536	2	4	9	71
MANDIRI20210536	2	5	1	86
MANDIRI20210536	2	5	2	52
MANDIRI20210536	2	5	3	62
MANDIRI20210536	2	5	7	92
MANDIRI20210536	2	5	8	87
MANDIRI20210536	2	5	9	60
MANDIRI20210537	2	1	1	93
MANDIRI20210537	2	1	2	78
MANDIRI20210537	2	1	3	51
MANDIRI20210537	2	1	7	82
MANDIRI20210537	2	1	8	61
MANDIRI20210537	2	1	9	80
MANDIRI20210537	2	2	1	94
MANDIRI20210537	2	2	2	76
MANDIRI20210537	2	2	3	50
MANDIRI20210537	2	2	7	66
MANDIRI20210537	2	2	8	58
MANDIRI20210537	2	2	9	97
MANDIRI20210537	2	3	1	82
MANDIRI20210537	2	3	2	66
MANDIRI20210537	2	3	3	78
MANDIRI20210537	2	3	7	96
MANDIRI20210537	2	3	8	95
MANDIRI20210537	2	3	9	89
MANDIRI20210537	2	4	1	59
MANDIRI20210537	2	4	2	67
MANDIRI20210537	2	4	3	86
MANDIRI20210537	2	4	7	57
MANDIRI20210537	2	4	8	55
MANDIRI20210537	2	4	9	63
MANDIRI20210537	2	5	1	72
MANDIRI20210537	2	5	2	92
MANDIRI20210537	2	5	3	58
MANDIRI20210537	2	5	7	55
MANDIRI20210537	2	5	8	82
MANDIRI20210537	2	5	9	69
MANDIRI20210538	1	1	1	75
MANDIRI20210538	1	1	2	53
MANDIRI20210538	1	1	3	80
MANDIRI20210538	1	1	4	96
MANDIRI20210538	1	1	5	53
MANDIRI20210538	1	1	6	66
MANDIRI20210538	1	2	1	60
MANDIRI20210538	1	2	2	81
MANDIRI20210538	1	2	3	85
MANDIRI20210538	1	2	4	59
MANDIRI20210538	1	2	5	59
MANDIRI20210538	1	2	6	76
MANDIRI20210538	1	3	1	76
MANDIRI20210538	1	3	2	60
MANDIRI20210538	1	3	3	82
MANDIRI20210538	1	3	4	99
MANDIRI20210538	1	3	5	98
MANDIRI20210538	1	3	6	61
MANDIRI20210538	1	4	1	80
MANDIRI20210538	1	4	2	98
MANDIRI20210538	1	4	3	94
MANDIRI20210538	1	4	4	82
MANDIRI20210538	1	4	5	90
MANDIRI20210538	1	4	6	58
MANDIRI20210538	1	5	1	75
MANDIRI20210538	1	5	2	71
MANDIRI20210538	1	5	3	79
MANDIRI20210538	1	5	4	52
MANDIRI20210538	1	5	5	81
MANDIRI20210538	1	5	6	63
MANDIRI20210539	1	1	1	55
MANDIRI20210539	1	1	2	58
MANDIRI20210539	1	1	3	84
MANDIRI20210539	1	1	4	85
MANDIRI20210539	1	1	5	63
MANDIRI20210539	1	1	6	81
MANDIRI20210539	1	2	1	91
MANDIRI20210539	1	2	2	72
MANDIRI20210539	1	2	3	96
MANDIRI20210539	1	2	4	72
MANDIRI20210539	1	2	5	85
MANDIRI20210539	1	2	6	95
MANDIRI20210539	1	3	1	95
MANDIRI20210539	1	3	2	99
MANDIRI20210539	1	3	3	61
MANDIRI20210539	1	3	4	50
MANDIRI20210539	1	3	5	50
MANDIRI20210539	1	3	6	55
MANDIRI20210539	1	4	1	79
MANDIRI20210539	1	4	2	89
MANDIRI20210539	1	4	3	71
MANDIRI20210539	1	4	4	89
MANDIRI20210539	1	4	5	81
MANDIRI20210539	1	4	6	78
MANDIRI20210539	1	5	1	79
MANDIRI20210539	1	5	2	84
MANDIRI20210539	1	5	3	82
MANDIRI20210539	1	5	4	58
MANDIRI20210539	1	5	5	99
MANDIRI20210539	1	5	6	52
MANDIRI20210540	1	1	1	97
MANDIRI20210540	1	1	2	89
MANDIRI20210540	1	1	3	96
MANDIRI20210540	1	1	4	87
MANDIRI20210540	1	1	5	92
MANDIRI20210540	1	1	6	67
MANDIRI20210540	1	2	1	50
MANDIRI20210540	1	2	2	97
MANDIRI20210540	1	2	3	74
MANDIRI20210540	1	2	4	99
MANDIRI20210540	1	2	5	72
MANDIRI20210540	1	2	6	59
MANDIRI20210540	1	3	1	50
MANDIRI20210540	1	3	2	70
MANDIRI20210540	1	3	3	88
MANDIRI20210540	1	3	4	92
MANDIRI20210540	1	3	5	77
MANDIRI20210540	1	3	6	88
MANDIRI20210540	1	4	1	55
MANDIRI20210540	1	4	2	90
MANDIRI20210540	1	4	3	69
MANDIRI20210540	1	4	4	63
MANDIRI20210540	1	4	5	90
MANDIRI20210540	1	4	6	94
MANDIRI20210540	1	5	1	84
MANDIRI20210540	1	5	2	89
MANDIRI20210540	1	5	3	56
MANDIRI20210540	1	5	4	52
MANDIRI20210540	1	5	5	56
MANDIRI20210540	1	5	6	94
MANDIRI20210541	1	1	1	70
MANDIRI20210541	1	1	2	89
MANDIRI20210541	1	1	3	55
MANDIRI20210541	1	1	4	89
MANDIRI20210541	1	1	5	71
MANDIRI20210541	1	1	6	82
MANDIRI20210541	1	2	1	93
MANDIRI20210541	1	2	2	61
MANDIRI20210541	1	2	3	92
MANDIRI20210541	1	2	4	75
MANDIRI20210541	1	2	5	72
MANDIRI20210541	1	2	6	58
MANDIRI20210541	1	3	1	80
MANDIRI20210541	1	3	2	52
MANDIRI20210541	1	3	3	70
MANDIRI20210541	1	3	4	79
MANDIRI20210541	1	3	5	67
MANDIRI20210541	1	3	6	77
MANDIRI20210541	1	4	1	93
MANDIRI20210541	1	4	2	71
MANDIRI20210541	1	4	3	51
MANDIRI20210541	1	4	4	60
MANDIRI20210541	1	4	5	99
MANDIRI20210541	1	4	6	54
MANDIRI20210541	1	5	1	62
MANDIRI20210541	1	5	2	82
MANDIRI20210541	1	5	3	86
MANDIRI20210541	1	5	4	79
MANDIRI20210541	1	5	5	80
MANDIRI20210541	1	5	6	97
MANDIRI20210542	2	1	1	94
MANDIRI20210542	2	1	2	67
MANDIRI20210542	2	1	3	86
MANDIRI20210542	2	1	7	96
MANDIRI20210542	2	1	8	92
MANDIRI20210542	2	1	9	85
MANDIRI20210542	2	2	1	97
MANDIRI20210542	2	2	2	90
MANDIRI20210542	2	2	3	60
MANDIRI20210542	2	2	7	99
MANDIRI20210542	2	2	8	79
MANDIRI20210542	2	2	9	58
MANDIRI20210542	2	3	1	58
MANDIRI20210542	2	3	2	57
MANDIRI20210542	2	3	3	63
MANDIRI20210542	2	3	7	87
MANDIRI20210542	2	3	8	57
MANDIRI20210542	2	3	9	51
MANDIRI20210542	2	4	1	96
MANDIRI20210542	2	4	2	90
MANDIRI20210542	2	4	3	68
MANDIRI20210542	2	4	7	53
MANDIRI20210542	2	4	8	74
MANDIRI20210542	2	4	9	55
MANDIRI20210542	2	5	1	53
MANDIRI20210542	2	5	2	88
MANDIRI20210542	2	5	3	76
MANDIRI20210542	2	5	7	57
MANDIRI20210542	2	5	8	96
MANDIRI20210542	2	5	9	66
MANDIRI20210543	1	1	1	88
MANDIRI20210543	1	1	2	83
MANDIRI20210543	1	1	3	56
MANDIRI20210543	1	1	4	67
MANDIRI20210543	1	1	5	75
MANDIRI20210543	1	1	6	94
MANDIRI20210543	1	2	1	64
MANDIRI20210543	1	2	2	97
MANDIRI20210543	1	2	3	82
MANDIRI20210543	1	2	4	50
MANDIRI20210543	1	2	5	75
MANDIRI20210543	1	2	6	63
MANDIRI20210543	1	3	1	64
MANDIRI20210543	1	3	2	54
MANDIRI20210543	1	3	3	82
MANDIRI20210543	1	3	4	77
MANDIRI20210543	1	3	5	50
MANDIRI20210543	1	3	6	96
MANDIRI20210543	1	4	1	61
MANDIRI20210543	1	4	2	84
MANDIRI20210543	1	4	3	59
MANDIRI20210543	1	4	4	76
MANDIRI20210543	1	4	5	98
MANDIRI20210543	1	4	6	80
MANDIRI20210543	1	5	1	51
MANDIRI20210543	1	5	2	76
MANDIRI20210543	1	5	3	56
MANDIRI20210543	1	5	4	93
MANDIRI20210543	1	5	5	57
MANDIRI20210543	1	5	6	70
MANDIRI20210544	1	1	1	72
MANDIRI20210544	1	1	2	67
MANDIRI20210544	1	1	3	85
MANDIRI20210544	1	1	4	50
MANDIRI20210544	1	1	5	81
MANDIRI20210544	1	1	6	75
MANDIRI20210544	1	2	1	59
MANDIRI20210544	1	2	2	53
MANDIRI20210544	1	2	3	54
MANDIRI20210544	1	2	4	83
MANDIRI20210544	1	2	5	50
MANDIRI20210544	1	2	6	85
MANDIRI20210544	1	3	1	67
MANDIRI20210544	1	3	2	88
MANDIRI20210544	1	3	3	92
MANDIRI20210544	1	3	4	97
MANDIRI20210544	1	3	5	99
MANDIRI20210544	1	3	6	70
MANDIRI20210544	1	4	1	100
MANDIRI20210544	1	4	2	59
MANDIRI20210544	1	4	3	80
MANDIRI20210544	1	4	4	93
MANDIRI20210544	1	4	5	79
MANDIRI20210544	1	4	6	71
MANDIRI20210544	1	5	1	66
MANDIRI20210544	1	5	2	89
MANDIRI20210544	1	5	3	73
MANDIRI20210544	1	5	4	78
MANDIRI20210544	1	5	5	68
MANDIRI20210544	1	5	6	95
MANDIRI20210545	1	1	1	51
MANDIRI20210545	1	1	2	84
MANDIRI20210545	1	1	3	65
MANDIRI20210545	1	1	4	99
MANDIRI20210545	1	1	5	93
MANDIRI20210545	1	1	6	59
MANDIRI20210545	1	2	1	59
MANDIRI20210545	1	2	2	69
MANDIRI20210545	1	2	3	62
MANDIRI20210545	1	2	4	64
MANDIRI20210545	1	2	5	83
MANDIRI20210545	1	2	6	50
MANDIRI20210545	1	3	1	68
MANDIRI20210545	1	3	2	98
MANDIRI20210545	1	3	3	65
MANDIRI20210545	1	3	4	62
MANDIRI20210545	1	3	5	84
MANDIRI20210545	1	3	6	76
MANDIRI20210545	1	4	1	61
MANDIRI20210545	1	4	2	70
MANDIRI20210545	1	4	3	99
MANDIRI20210545	1	4	4	56
MANDIRI20210545	1	4	5	95
MANDIRI20210545	1	4	6	73
MANDIRI20210545	1	5	1	77
MANDIRI20210545	1	5	2	72
MANDIRI20210545	1	5	3	76
MANDIRI20210545	1	5	4	72
MANDIRI20210545	1	5	5	73
MANDIRI20210545	1	5	6	80
MANDIRI20210546	1	1	1	95
MANDIRI20210546	1	1	2	89
MANDIRI20210546	1	1	3	72
MANDIRI20210546	1	1	4	63
MANDIRI20210546	1	1	5	57
MANDIRI20210546	1	1	6	96
MANDIRI20210546	1	2	1	60
MANDIRI20210546	1	2	2	95
MANDIRI20210546	1	2	3	74
MANDIRI20210546	1	2	4	94
MANDIRI20210546	1	2	5	88
MANDIRI20210546	1	2	6	82
MANDIRI20210546	1	3	1	88
MANDIRI20210546	1	3	2	72
MANDIRI20210546	1	3	3	76
MANDIRI20210546	1	3	4	92
MANDIRI20210546	1	3	5	70
MANDIRI20210546	1	3	6	53
MANDIRI20210546	1	4	1	100
MANDIRI20210546	1	4	2	80
MANDIRI20210546	1	4	3	74
MANDIRI20210546	1	4	4	69
MANDIRI20210546	1	4	5	89
MANDIRI20210546	1	4	6	77
MANDIRI20210546	1	5	1	61
MANDIRI20210546	1	5	2	76
MANDIRI20210546	1	5	3	61
MANDIRI20210546	1	5	4	87
MANDIRI20210546	1	5	5	70
MANDIRI20210546	1	5	6	55
MANDIRI20210547	2	1	1	81
MANDIRI20210547	2	1	2	86
MANDIRI20210547	2	1	3	59
MANDIRI20210547	2	1	7	62
MANDIRI20210547	2	1	8	65
MANDIRI20210547	2	1	9	70
MANDIRI20210547	2	2	1	79
MANDIRI20210547	2	2	2	86
MANDIRI20210547	2	2	3	92
MANDIRI20210547	2	2	7	50
MANDIRI20210547	2	2	8	96
MANDIRI20210547	2	2	9	88
MANDIRI20210547	2	3	1	59
MANDIRI20210547	2	3	2	67
MANDIRI20210547	2	3	3	59
MANDIRI20210547	2	3	7	71
MANDIRI20210547	2	3	8	51
MANDIRI20210547	2	3	9	91
MANDIRI20210547	2	4	1	74
MANDIRI20210547	2	4	2	90
MANDIRI20210547	2	4	3	99
MANDIRI20210547	2	4	7	96
MANDIRI20210547	2	4	8	60
MANDIRI20210547	2	4	9	95
MANDIRI20210547	2	5	1	94
MANDIRI20210547	2	5	2	58
MANDIRI20210547	2	5	3	70
MANDIRI20210547	2	5	7	88
MANDIRI20210547	2	5	8	69
MANDIRI20210547	2	5	9	85
MANDIRI20210549	1	1	1	88
MANDIRI20210549	1	1	2	80
MANDIRI20210549	1	1	3	72
MANDIRI20210549	1	1	4	65
MANDIRI20210549	1	1	5	86
MANDIRI20210549	1	1	6	83
MANDIRI20210549	1	2	1	75
MANDIRI20210549	1	2	2	69
MANDIRI20210549	1	2	3	80
MANDIRI20210549	1	2	4	85
MANDIRI20210549	1	2	5	76
MANDIRI20210549	1	2	6	54
MANDIRI20210549	1	3	1	100
MANDIRI20210549	1	3	2	76
MANDIRI20210549	1	3	3	67
MANDIRI20210549	1	3	4	54
MANDIRI20210549	1	3	5	95
MANDIRI20210549	1	3	6	59
MANDIRI20210549	1	4	1	67
MANDIRI20210549	1	4	2	84
MANDIRI20210549	1	4	3	57
MANDIRI20210549	1	4	4	56
MANDIRI20210549	1	4	5	71
MANDIRI20210549	1	4	6	74
MANDIRI20210549	1	5	1	95
MANDIRI20210549	1	5	2	62
MANDIRI20210549	1	5	3	58
MANDIRI20210549	1	5	4	74
MANDIRI20210549	1	5	5	63
MANDIRI20210549	1	5	6	89
MANDIRI20210550	1	1	1	73
MANDIRI20210550	1	1	2	72
MANDIRI20210550	1	1	3	63
MANDIRI20210550	1	1	4	58
MANDIRI20210550	1	1	5	98
MANDIRI20210550	1	1	6	98
MANDIRI20210550	1	2	1	99
MANDIRI20210550	1	2	2	53
MANDIRI20210550	1	2	3	84
MANDIRI20210550	1	2	4	55
MANDIRI20210550	1	2	5	67
MANDIRI20210550	1	2	6	100
MANDIRI20210550	1	3	1	93
MANDIRI20210550	1	3	2	75
MANDIRI20210550	1	3	3	90
MANDIRI20210550	1	3	4	81
MANDIRI20210550	1	3	5	84
MANDIRI20210550	1	3	6	76
MANDIRI20210550	1	4	1	61
MANDIRI20210550	1	4	2	50
MANDIRI20210550	1	4	3	69
MANDIRI20210550	1	4	4	70
MANDIRI20210550	1	4	5	89
MANDIRI20210550	1	4	6	51
MANDIRI20210550	1	5	1	79
MANDIRI20210550	1	5	2	59
MANDIRI20210550	1	5	3	91
MANDIRI20210550	1	5	4	85
MANDIRI20210550	1	5	5	60
MANDIRI20210550	1	5	6	87
MANDIRI20210551	3	1	1	64
MANDIRI20210551	3	1	2	56
MANDIRI20210551	3	1	3	51
MANDIRI20210551	3	1	10	66
MANDIRI20210551	3	1	11	54
MANDIRI20210551	3	1	12	85
MANDIRI20210551	3	2	1	61
MANDIRI20210551	3	2	2	83
MANDIRI20210551	3	2	3	77
MANDIRI20210551	3	2	10	76
MANDIRI20210551	3	2	11	59
MANDIRI20210551	3	2	12	83
MANDIRI20210551	3	3	1	52
MANDIRI20210551	3	3	2	92
MANDIRI20210551	3	3	3	72
MANDIRI20210551	3	3	10	76
MANDIRI20210551	3	3	11	83
MANDIRI20210551	3	3	12	80
MANDIRI20210551	3	4	1	90
MANDIRI20210551	3	4	2	98
MANDIRI20210551	3	4	3	74
MANDIRI20210551	3	4	10	77
MANDIRI20210551	3	4	11	70
MANDIRI20210551	3	4	12	77
MANDIRI20210551	3	5	1	93
MANDIRI20210551	3	5	2	62
MANDIRI20210551	3	5	3	60
MANDIRI20210551	3	5	10	78
MANDIRI20210551	3	5	11	60
MANDIRI20210551	3	5	12	94
MANDIRI20210552	1	1	1	76
MANDIRI20210552	1	1	2	67
MANDIRI20210552	1	1	3	73
MANDIRI20210552	1	1	4	92
MANDIRI20210552	1	1	5	73
MANDIRI20210552	1	1	6	92
MANDIRI20210552	1	2	1	67
MANDIRI20210552	1	2	2	59
MANDIRI20210552	1	2	3	71
MANDIRI20210552	1	2	4	58
MANDIRI20210552	1	2	5	85
MANDIRI20210552	1	2	6	78
MANDIRI20210552	1	3	1	63
MANDIRI20210552	1	3	2	63
MANDIRI20210552	1	3	3	61
MANDIRI20210552	1	3	4	57
MANDIRI20210552	1	3	5	68
MANDIRI20210552	1	3	6	91
MANDIRI20210552	1	4	1	63
MANDIRI20210552	1	4	2	96
MANDIRI20210552	1	4	3	64
MANDIRI20210552	1	4	4	67
MANDIRI20210552	1	4	5	84
MANDIRI20210552	1	4	6	68
MANDIRI20210552	1	5	1	99
MANDIRI20210552	1	5	2	87
MANDIRI20210552	1	5	3	76
MANDIRI20210552	1	5	4	93
MANDIRI20210552	1	5	5	94
MANDIRI20210552	1	5	6	91
MANDIRI20210553	1	1	1	76
MANDIRI20210553	1	1	2	73
MANDIRI20210553	1	1	3	57
MANDIRI20210553	1	1	4	73
MANDIRI20210553	1	1	5	73
MANDIRI20210553	1	1	6	58
MANDIRI20210553	1	2	1	88
MANDIRI20210553	1	2	2	87
MANDIRI20210553	1	2	3	57
MANDIRI20210553	1	2	4	82
MANDIRI20210553	1	2	5	93
MANDIRI20210553	1	2	6	82
MANDIRI20210553	1	3	1	97
MANDIRI20210553	1	3	2	52
MANDIRI20210553	1	3	3	77
MANDIRI20210553	1	3	4	74
MANDIRI20210553	1	3	5	61
MANDIRI20210553	1	3	6	69
MANDIRI20210553	1	4	1	94
MANDIRI20210553	1	4	2	61
MANDIRI20210553	1	4	3	94
MANDIRI20210553	1	4	4	81
MANDIRI20210553	1	4	5	79
MANDIRI20210553	1	4	6	80
MANDIRI20210553	1	5	1	77
MANDIRI20210553	1	5	2	52
MANDIRI20210553	1	5	3	64
MANDIRI20210553	1	5	4	70
MANDIRI20210553	1	5	5	71
MANDIRI20210553	1	5	6	60
MANDIRI20210554	1	1	1	82
MANDIRI20210554	1	1	2	61
MANDIRI20210554	1	1	3	55
MANDIRI20210554	1	1	4	59
MANDIRI20210554	1	1	5	83
MANDIRI20210554	1	1	6	90
MANDIRI20210554	1	2	1	99
MANDIRI20210554	1	2	2	78
MANDIRI20210554	1	2	3	83
MANDIRI20210554	1	2	4	73
MANDIRI20210554	1	2	5	88
MANDIRI20210554	1	2	6	94
MANDIRI20210554	1	3	1	75
MANDIRI20210554	1	3	2	80
MANDIRI20210554	1	3	3	100
MANDIRI20210554	1	3	4	58
MANDIRI20210554	1	3	5	80
MANDIRI20210554	1	3	6	83
MANDIRI20210554	1	4	1	93
MANDIRI20210554	1	4	2	78
MANDIRI20210554	1	4	3	77
MANDIRI20210554	1	4	4	81
MANDIRI20210554	1	4	5	90
MANDIRI20210554	1	4	6	79
MANDIRI20210554	1	5	1	71
MANDIRI20210554	1	5	2	51
MANDIRI20210554	1	5	3	95
MANDIRI20210554	1	5	4	53
MANDIRI20210554	1	5	5	87
MANDIRI20210554	1	5	6	93
MANDIRI20210555	3	1	1	85
MANDIRI20210555	3	1	2	58
MANDIRI20210555	3	1	3	86
MANDIRI20210555	3	1	10	82
MANDIRI20210555	3	1	11	50
MANDIRI20210555	3	1	12	98
MANDIRI20210555	3	2	1	53
MANDIRI20210555	3	2	2	86
MANDIRI20210555	3	2	3	68
MANDIRI20210555	3	2	10	93
MANDIRI20210555	3	2	11	60
MANDIRI20210555	3	2	12	81
MANDIRI20210555	3	3	1	94
MANDIRI20210555	3	3	2	98
MANDIRI20210555	3	3	3	79
MANDIRI20210555	3	3	10	98
MANDIRI20210555	3	3	11	51
MANDIRI20210555	3	3	12	88
MANDIRI20210555	3	4	1	58
MANDIRI20210555	3	4	2	77
MANDIRI20210555	3	4	3	70
MANDIRI20210555	3	4	10	81
MANDIRI20210555	3	4	11	63
MANDIRI20210555	3	4	12	60
MANDIRI20210555	3	5	1	55
MANDIRI20210555	3	5	2	88
MANDIRI20210555	3	5	3	59
MANDIRI20210555	3	5	10	53
MANDIRI20210555	3	5	11	54
MANDIRI20210555	3	5	12	70
MANDIRI20210556	1	1	1	84
MANDIRI20210556	1	1	2	79
MANDIRI20210556	1	1	3	68
MANDIRI20210556	1	1	4	72
MANDIRI20210556	1	1	5	88
MANDIRI20210556	1	1	6	60
MANDIRI20210556	1	2	1	54
MANDIRI20210556	1	2	2	68
MANDIRI20210556	1	2	3	68
MANDIRI20210556	1	2	4	81
MANDIRI20210556	1	2	5	76
MANDIRI20210556	1	2	6	90
MANDIRI20210556	1	3	1	57
MANDIRI20210556	1	3	2	99
MANDIRI20210556	1	3	3	73
MANDIRI20210556	1	3	4	79
MANDIRI20210556	1	3	5	81
MANDIRI20210556	1	3	6	78
MANDIRI20210556	1	4	1	53
MANDIRI20210556	1	4	2	91
MANDIRI20210556	1	4	3	53
MANDIRI20210556	1	4	4	65
MANDIRI20210556	1	4	5	94
MANDIRI20210556	1	4	6	99
MANDIRI20210556	1	5	1	99
MANDIRI20210556	1	5	2	96
MANDIRI20210556	1	5	3	90
MANDIRI20210556	1	5	4	93
MANDIRI20210556	1	5	5	91
MANDIRI20210556	1	5	6	67
MANDIRI20210557	3	1	1	91
MANDIRI20210557	3	1	2	100
MANDIRI20210557	3	1	3	75
MANDIRI20210557	3	1	10	83
MANDIRI20210557	3	1	11	94
MANDIRI20210557	3	1	12	64
MANDIRI20210557	3	2	1	50
MANDIRI20210557	3	2	2	80
MANDIRI20210557	3	2	3	66
MANDIRI20210557	3	2	10	68
MANDIRI20210557	3	2	11	50
MANDIRI20210557	3	2	12	70
MANDIRI20210557	3	3	1	99
MANDIRI20210557	3	3	2	87
MANDIRI20210557	3	3	3	52
MANDIRI20210557	3	3	10	77
MANDIRI20210557	3	3	11	75
MANDIRI20210557	3	3	12	99
MANDIRI20210557	3	4	1	73
MANDIRI20210557	3	4	2	87
MANDIRI20210557	3	4	3	84
MANDIRI20210557	3	4	10	65
MANDIRI20210557	3	4	11	94
MANDIRI20210557	3	4	12	81
MANDIRI20210557	3	5	1	70
MANDIRI20210557	3	5	2	67
MANDIRI20210557	3	5	3	58
MANDIRI20210557	3	5	10	58
MANDIRI20210557	3	5	11	92
MANDIRI20210557	3	5	12	56
MANDIRI20210558	1	1	1	85
MANDIRI20210558	1	1	2	91
MANDIRI20210558	1	1	3	60
MANDIRI20210558	1	1	4	86
MANDIRI20210558	1	1	5	96
MANDIRI20210558	1	1	6	82
MANDIRI20210558	1	2	1	93
MANDIRI20210558	1	2	2	69
MANDIRI20210558	1	2	3	98
MANDIRI20210558	1	2	4	58
MANDIRI20210558	1	2	5	74
MANDIRI20210558	1	2	6	60
MANDIRI20210558	1	3	1	95
MANDIRI20210558	1	3	2	75
MANDIRI20210558	1	3	3	65
MANDIRI20210558	1	3	4	83
MANDIRI20210558	1	3	5	63
MANDIRI20210558	1	3	6	96
MANDIRI20210558	1	4	1	62
MANDIRI20210558	1	4	2	86
MANDIRI20210558	1	4	3	91
MANDIRI20210558	1	4	4	63
MANDIRI20210558	1	4	5	94
MANDIRI20210558	1	4	6	61
MANDIRI20210558	1	5	1	74
MANDIRI20210558	1	5	2	59
MANDIRI20210558	1	5	3	52
MANDIRI20210558	1	5	4	92
MANDIRI20210558	1	5	5	53
MANDIRI20210558	1	5	6	92
MANDIRI20210561	1	1	1	90
MANDIRI20210561	1	1	2	77
MANDIRI20210561	1	1	3	52
MANDIRI20210561	1	1	4	68
MANDIRI20210561	1	1	5	99
MANDIRI20210561	1	1	6	77
MANDIRI20210561	1	2	1	76
MANDIRI20210561	1	2	2	77
MANDIRI20210561	1	2	3	65
MANDIRI20210561	1	2	4	52
MANDIRI20210561	1	2	5	58
MANDIRI20210561	1	2	6	79
MANDIRI20210561	1	3	1	92
MANDIRI20210561	1	3	2	83
MANDIRI20210561	1	3	3	65
MANDIRI20210561	1	3	4	87
MANDIRI20210561	1	3	5	89
MANDIRI20210561	1	3	6	66
MANDIRI20210561	1	4	1	71
MANDIRI20210561	1	4	2	96
MANDIRI20210561	1	4	3	79
MANDIRI20210561	1	4	4	59
MANDIRI20210561	1	4	5	92
MANDIRI20210561	1	4	6	73
MANDIRI20210561	1	5	1	69
MANDIRI20210561	1	5	2	92
MANDIRI20210561	1	5	3	56
MANDIRI20210561	1	5	4	67
MANDIRI20210561	1	5	5	83
MANDIRI20210561	1	5	6	59
MANDIRI20210562	1	1	1	87
MANDIRI20210562	1	1	2	68
MANDIRI20210562	1	1	3	77
MANDIRI20210562	1	1	4	53
MANDIRI20210562	1	1	5	68
MANDIRI20210562	1	1	6	74
MANDIRI20210562	1	2	1	54
MANDIRI20210562	1	2	2	91
MANDIRI20210562	1	2	3	78
MANDIRI20210562	1	2	4	54
MANDIRI20210562	1	2	5	89
MANDIRI20210562	1	2	6	84
MANDIRI20210562	1	3	1	68
MANDIRI20210562	1	3	2	80
MANDIRI20210562	1	3	3	71
MANDIRI20210562	1	3	4	69
MANDIRI20210562	1	3	5	74
MANDIRI20210562	1	3	6	93
MANDIRI20210562	1	4	1	57
MANDIRI20210562	1	4	2	91
MANDIRI20210562	1	4	3	54
MANDIRI20210562	1	4	4	72
MANDIRI20210562	1	4	5	86
MANDIRI20210562	1	4	6	97
MANDIRI20210562	1	5	1	57
MANDIRI20210562	1	5	2	81
MANDIRI20210562	1	5	3	100
MANDIRI20210562	1	5	4	62
MANDIRI20210562	1	5	5	80
MANDIRI20210562	1	5	6	51
MANDIRI20210563	1	1	1	60
MANDIRI20210563	1	1	2	74
MANDIRI20210563	1	1	3	82
MANDIRI20210563	1	1	4	68
MANDIRI20210563	1	1	5	66
MANDIRI20210563	1	1	6	67
MANDIRI20210563	1	2	1	57
MANDIRI20210563	1	2	2	64
MANDIRI20210563	1	2	3	73
MANDIRI20210563	1	2	4	100
MANDIRI20210563	1	2	5	51
MANDIRI20210563	1	2	6	65
MANDIRI20210563	1	3	1	100
MANDIRI20210563	1	3	2	63
MANDIRI20210563	1	3	3	87
MANDIRI20210563	1	3	4	57
