ID	ApplicantID	Name	Type	Output	Scale	Organizer	WebURL	Score
1872	MANDIRI20211153	Lomba 1872	3	4	2	PT XYZ	https://ptxyz.com	66
1873	MANDIRI20211154	Lomba 1873	4	4	3	PT XYZ	https://ptxyz.com	85
1874	MANDIRI20211154	Lomba 1874	1	1	4	PT XYZ	https://ptxyz.com	61
1875	MANDIRI20211155	Lomba 1875	4	3	1	PT XYZ	https://ptxyz.com	57
1876	MANDIRI20211155	Lomba 1876	3	2	3	PT XYZ	https://ptxyz.com	89
1877	MANDIRI20211157	Lomba 1877	5	4	1	PT XYZ	https://ptxyz.com	71
1878	MANDIRI20211157	Lomba 1878	4	3	4	PT XYZ	https://ptxyz.com	59
1879	MANDIRI20211158	Lomba 1879	1	3	2	PT XYZ	https://ptxyz.com	81
1880	MANDIRI20211158	Lomba 1880	4	4	4	PT XYZ	https://ptxyz.com	57
1881	MANDIRI20211159	Lomba 1881	3	2	4	PT XYZ	https://ptxyz.com	88
1882	MANDIRI20211159	Lomba 1882	3	4	3	PT XYZ	https://ptxyz.com	67
1883	MANDIRI20211160	Lomba 1883	3	4	2	PT XYZ	https://ptxyz.com	58
1884	MANDIRI20211160	Lomba 1884	2	1	1	PT XYZ	https://ptxyz.com	62
1885	MANDIRI20211162	Lomba 1885	4	4	4	PT XYZ	https://ptxyz.com	57
1886	MANDIRI20211162	Lomba 1886	4	3	2	PT XYZ	https://ptxyz.com	86
1887	MANDIRI20211163	Lomba 1887	4	4	2	PT XYZ	https://ptxyz.com	55
1888	MANDIRI20211163	Lomba 1888	3	3	1	PT XYZ	https://ptxyz.com	88
1889	MANDIRI20211164	Lomba 1889	4	4	3	PT XYZ	https://ptxyz.com	54
1890	MANDIRI20211164	Lomba 1890	1	3	3	PT XYZ	https://ptxyz.com	69
1891	MANDIRI20211165	Lomba 1891	4	1	2	PT XYZ	https://ptxyz.com	78
1892	MANDIRI20211165	Lomba 1892	3	4	4	PT XYZ	https://ptxyz.com	53
1893	MANDIRI20211168	Lomba 1893	5	1	3	PT XYZ	https://ptxyz.com	54
1894	MANDIRI20211168	Lomba 1894	4	2	4	PT XYZ	https://ptxyz.com	85
1895	MANDIRI20211169	Lomba 1895	2	2	1	PT XYZ	https://ptxyz.com	71
1896	MANDIRI20211169	Lomba 1896	1	4	3	PT XYZ	https://ptxyz.com	82
1897	MANDIRI20211170	Lomba 1897	2	4	2	PT XYZ	https://ptxyz.com	87
1898	MANDIRI20211170	Lomba 1898	5	2	2	PT XYZ	https://ptxyz.com	53
1899	MANDIRI20211171	Lomba 1899	1	2	1	PT XYZ	https://ptxyz.com	73
1900	MANDIRI20211171	Lomba 1900	2	3	3	PT XYZ	https://ptxyz.com	53
1901	MANDIRI20211172	Lomba 1901	3	3	2	PT XYZ	https://ptxyz.com	62
1902	MANDIRI20211172	Lomba 1902	3	4	1	PT XYZ	https://ptxyz.com	89
1903	MANDIRI20211173	Lomba 1903	2	3	2	PT XYZ	https://ptxyz.com	53
1904	MANDIRI20211173	Lomba 1904	4	3	4	PT XYZ	https://ptxyz.com	59
1905	MANDIRI20211175	Lomba 1905	4	4	2	PT XYZ	https://ptxyz.com	81
1906	MANDIRI20211175	Lomba 1906	5	1	4	PT XYZ	https://ptxyz.com	68
1907	MANDIRI20211176	Lomba 1907	3	3	4	PT XYZ	https://ptxyz.com	65
1908	MANDIRI20211176	Lomba 1908	3	4	4	PT XYZ	https://ptxyz.com	71
1909	MANDIRI20211177	Lomba 1909	5	4	2	PT XYZ	https://ptxyz.com	71
1910	MANDIRI20211177	Lomba 1910	2	1	3	PT XYZ	https://ptxyz.com	67
1911	MANDIRI20211178	Lomba 1911	1	3	2	PT XYZ	https://ptxyz.com	64
1912	MANDIRI20211178	Lomba 1912	3	3	1	PT XYZ	https://ptxyz.com	56
1913	MANDIRI20211179	Lomba 1913	3	1	4	PT XYZ	https://ptxyz.com	86
1914	MANDIRI20211179	Lomba 1914	5	1	3	PT XYZ	https://ptxyz.com	86
1915	MANDIRI20211180	Lomba 1915	5	4	2	PT XYZ	https://ptxyz.com	68
1916	MANDIRI20211180	Lomba 1916	4	1	2	PT XYZ	https://ptxyz.com	84
1917	MANDIRI20211181	Lomba 1917	5	3	1	PT XYZ	https://ptxyz.com	54
1918	MANDIRI20211181	Lomba 1918	5	3	1	PT XYZ	https://ptxyz.com	51
1919	MANDIRI20211182	Lomba 1919	2	1	4	PT XYZ	https://ptxyz.com	56
1920	MANDIRI20211182	Lomba 1920	4	1	3	PT XYZ	https://ptxyz.com	72
1921	MANDIRI20211184	Lomba 1921	3	3	1	PT XYZ	https://ptxyz.com	89
1922	MANDIRI20211184	Lomba 1922	1	2	2	PT XYZ	https://ptxyz.com	88
1923	MANDIRI20211185	Lomba 1923	5	4	4	PT XYZ	https://ptxyz.com	89
1924	MANDIRI20211185	Lomba 1924	3	4	4	PT XYZ	https://ptxyz.com	64
1925	MANDIRI20211186	Lomba 1925	4	4	1	PT XYZ	https://ptxyz.com	82
1926	MANDIRI20211186	Lomba 1926	2	4	1	PT XYZ	https://ptxyz.com	58
1927	MANDIRI20211187	Lomba 1927	5	2	4	PT XYZ	https://ptxyz.com	74
1928	MANDIRI20211187	Lomba 1928	2	4	4	PT XYZ	https://ptxyz.com	88
1929	MANDIRI20211188	Lomba 1929	4	3	1	PT XYZ	https://ptxyz.com	73
1930	MANDIRI20211188	Lomba 1930	4	3	3	PT XYZ	https://ptxyz.com	71
1931	MANDIRI20211190	Lomba 1931	3	3	3	PT XYZ	https://ptxyz.com	65
1932	MANDIRI20211190	Lomba 1932	5	3	4	PT XYZ	https://ptxyz.com	58
1933	MANDIRI20211191	Lomba 1933	3	4	2	PT XYZ	https://ptxyz.com	85
1934	MANDIRI20211191	Lomba 1934	1	2	3	PT XYZ	https://ptxyz.com	69
1935	MANDIRI20211192	Lomba 1935	1	4	4	PT XYZ	https://ptxyz.com	72
1936	MANDIRI20211192	Lomba 1936	3	1	2	PT XYZ	https://ptxyz.com	68
1937	MANDIRI20211193	Lomba 1937	3	1	4	PT XYZ	https://ptxyz.com	57
1938	MANDIRI20211193	Lomba 1938	1	4	2	PT XYZ	https://ptxyz.com	72
1939	MANDIRI20211194	Lomba 1939	5	4	4	PT XYZ	https://ptxyz.com	76
1940	MANDIRI20211194	Lomba 1940	1	1	1	PT XYZ	https://ptxyz.com	72
1941	MANDIRI20211195	Lomba 1941	4	3	3	PT XYZ	https://ptxyz.com	57
1942	MANDIRI20211195	Lomba 1942	2	4	2	PT XYZ	https://ptxyz.com	59
1943	MANDIRI20211197	Lomba 1943	4	2	2	PT XYZ	https://ptxyz.com	59
1944	MANDIRI20211197	Lomba 1944	1	4	2	PT XYZ	https://ptxyz.com	80
1945	MANDIRI20211198	Lomba 1945	4	1	1	PT XYZ	https://ptxyz.com	72
1946	MANDIRI20211198	Lomba 1946	3	1	3	PT XYZ	https://ptxyz.com	89
1947	MANDIRI20211199	Lomba 1947	1	2	3	PT XYZ	https://ptxyz.com	51
1948	MANDIRI20211199	Lomba 1948	5	4	3	PT XYZ	https://ptxyz.com	61
1949	MANDIRI20211200	Lomba 1949	5	2	2	PT XYZ	https://ptxyz.com	76
1950	MANDIRI20211200	Lomba 1950	2	4	2	PT XYZ	https://ptxyz.com	70
1951	MANDIRI20211201	Lomba 1951	5	2	1	PT XYZ	https://ptxyz.com	87
1952	MANDIRI20211201	Lomba 1952	3	1	1	PT XYZ	https://ptxyz.com	69
1953	MANDIRI20211202	Lomba 1953	3	2	1	PT XYZ	https://ptxyz.com	70
1954	MANDIRI20211202	Lomba 1954	5	2	2	PT XYZ	https://ptxyz.com	86
1955	MANDIRI20211203	Lomba 1955	4	2	4	PT XYZ	https://ptxyz.com	60
1956	MANDIRI20211203	Lomba 1956	3	2	3	PT XYZ	https://ptxyz.com	55
1957	MANDIRI20211204	Lomba 1957	1	1	4	PT XYZ	https://ptxyz.com	68
1958	MANDIRI20211204	Lomba 1958	2	3	3	PT XYZ	https://ptxyz.com	82
1959	MANDIRI20211206	Lomba 1959	3	2	3	PT XYZ	https://ptxyz.com	66
1960	MANDIRI20211206	Lomba 1960	2	4	2	PT XYZ	https://ptxyz.com	83
1961	MANDIRI20211207	Lomba 1961	4	3	3	PT XYZ	https://ptxyz.com	64
1962	MANDIRI20211207	Lomba 1962	2	1	4	PT XYZ	https://ptxyz.com	88
1963	MANDIRI20211208	Lomba 1963	5	4	2	PT XYZ	https://ptxyz.com	63
1964	MANDIRI20211208	Lomba 1964	1	4	3	PT XYZ	https://ptxyz.com	88
1965	MANDIRI20211209	Lomba 1965	3	1	1	PT XYZ	https://ptxyz.com	54
1966	MANDIRI20211209	Lomba 1966	4	3	4	PT XYZ	https://ptxyz.com	53
1967	MANDIRI20211210	Lomba 1967	5	1	1	PT XYZ	https://ptxyz.com	61
1968	MANDIRI20211210	Lomba 1968	1	3	1	PT XYZ	https://ptxyz.com	56
1969	MANDIRI20211212	Lomba 1969	2	4	2	PT XYZ	https://ptxyz.com	87
1970	MANDIRI20211212	Lomba 1970	5	2	1	PT XYZ	https://ptxyz.com	61
1971	MANDIRI20211214	Lomba 1971	1	3	1	PT XYZ	https://ptxyz.com	84
1972	MANDIRI20211214	Lomba 1972	4	1	4	PT XYZ	https://ptxyz.com	87
1973	MANDIRI20211215	Lomba 1973	1	1	3	PT XYZ	https://ptxyz.com	55
1974	MANDIRI20211215	Lomba 1974	2	4	4	PT XYZ	https://ptxyz.com	80
1975	MANDIRI20211216	Lomba 1975	4	4	4	PT XYZ	https://ptxyz.com	80
1976	MANDIRI20211216	Lomba 1976	4	3	4	PT XYZ	https://ptxyz.com	63
1977	MANDIRI20211217	Lomba 1977	2	4	4	PT XYZ	https://ptxyz.com	69
1978	MANDIRI20211217	Lomba 1978	3	4	1	PT XYZ	https://ptxyz.com	62
1979	MANDIRI20211219	Lomba 1979	2	1	3	PT XYZ	https://ptxyz.com	80
1980	MANDIRI20211219	Lomba 1980	1	4	1	PT XYZ	https://ptxyz.com	87
1981	MANDIRI20211220	Lomba 1981	4	2	4	PT XYZ	https://ptxyz.com	81
1982	MANDIRI20211220	Lomba 1982	2	3	2	PT XYZ	https://ptxyz.com	51
1983	MANDIRI20211221	Lomba 1983	3	3	1	PT XYZ	https://ptxyz.com	80
1984	MANDIRI20211221	Lomba 1984	2	1	3	PT XYZ	https://ptxyz.com	75
1985	MANDIRI20211222	Lomba 1985	5	2	3	PT XYZ	https://ptxyz.com	83
1986	MANDIRI20211222	Lomba 1986	4	2	4	PT XYZ	https://ptxyz.com	89
1987	MANDIRI20211224	Lomba 1987	2	2	1	PT XYZ	https://ptxyz.com	64
1988	MANDIRI20211224	Lomba 1988	3	3	2	PT XYZ	https://ptxyz.com	80
1989	MANDIRI20211225	Lomba 1989	2	4	4	PT XYZ	https://ptxyz.com	56
1990	MANDIRI20211225	Lomba 1990	2	3	2	PT XYZ	https://ptxyz.com	58
1991	MANDIRI20211226	Lomba 1991	2	3	1	PT XYZ	https://ptxyz.com	73
1992	MANDIRI20211226	Lomba 1992	3	2	1	PT XYZ	https://ptxyz.com	75
1993	MANDIRI20211227	Lomba 1993	5	4	3	PT XYZ	https://ptxyz.com	60
1994	MANDIRI20211227	Lomba 1994	4	1	3	PT XYZ	https://ptxyz.com	50
1995	MANDIRI20211228	Lomba 1995	5	3	4	PT XYZ	https://ptxyz.com	58
1996	MANDIRI20211228	Lomba 1996	3	2	3	PT XYZ	https://ptxyz.com	78
1997	MANDIRI20211229	Lomba 1997	5	4	3	PT XYZ	https://ptxyz.com	87
1998	MANDIRI20211229	Lomba 1998	5	3	1	PT XYZ	https://ptxyz.com	67
1999	MANDIRI20211230	Lomba 1999	3	1	4	PT XYZ	https://ptxyz.com	63
2000	MANDIRI20211230	Lomba 2000	2	4	4	PT XYZ	https://ptxyz.com	72
2001	MANDIRI20211231	Lomba 2001	2	3	4	PT XYZ	https://ptxyz.com	71
2002	MANDIRI20211231	Lomba 2002	2	4	4	PT XYZ	https://ptxyz.com	90
2003	MANDIRI20211233	Lomba 2003	5	1	3	PT XYZ	https://ptxyz.com	74
2004	MANDIRI20211233	Lomba 2004	2	3	1	PT XYZ	https://ptxyz.com	65
2005	MANDIRI20211234	Lomba 2005	1	1	3	PT XYZ	https://ptxyz.com	87
2006	MANDIRI20211234	Lomba 2006	4	2	2	PT XYZ	https://ptxyz.com	65
2007	MANDIRI20211236	Lomba 2007	1	1	2	PT XYZ	https://ptxyz.com	79
2008	MANDIRI20211236	Lomba 2008	4	3	4	PT XYZ	https://ptxyz.com	83
2009	MANDIRI20211237	Lomba 2009	4	4	3	PT XYZ	https://ptxyz.com	67
2010	MANDIRI20211237	Lomba 2010	3	1	4	PT XYZ	https://ptxyz.com	54
2011	MANDIRI20211238	Lomba 2011	4	3	2	PT XYZ	https://ptxyz.com	67
2012	MANDIRI20211238	Lomba 2012	1	2	3	PT XYZ	https://ptxyz.com	59
2013	MANDIRI20211239	Lomba 2013	1	1	3	PT XYZ	https://ptxyz.com	86
2014	MANDIRI20211239	Lomba 2014	3	1	1	PT XYZ	https://ptxyz.com	75
2015	MANDIRI20211240	Lomba 2015	3	4	2	PT XYZ	https://ptxyz.com	89
2016	MANDIRI20211240	Lomba 2016	2	2	2	PT XYZ	https://ptxyz.com	79
2017	MANDIRI20211241	Lomba 2017	2	2	4	PT XYZ	https://ptxyz.com	53
2018	MANDIRI20211241	Lomba 2018	5	2	4	PT XYZ	https://ptxyz.com	62
2019	MANDIRI20211242	Lomba 2019	2	4	3	PT XYZ	https://ptxyz.com	57
2020	MANDIRI20211242	Lomba 2020	3	4	1	PT XYZ	https://ptxyz.com	57
2021	MANDIRI20211243	Lomba 2021	1	1	1	PT XYZ	https://ptxyz.com	53
2022	MANDIRI20211243	Lomba 2022	2	2	1	PT XYZ	https://ptxyz.com	72
2023	MANDIRI20211245	Lomba 2023	5	3	1	PT XYZ	https://ptxyz.com	67
2024	MANDIRI20211245	Lomba 2024	4	3	2	PT XYZ	https://ptxyz.com	74
2025	MANDIRI20211246	Lomba 2025	1	4	4	PT XYZ	https://ptxyz.com	89
2026	MANDIRI20211246	Lomba 2026	5	3	3	PT XYZ	https://ptxyz.com	55
2027	MANDIRI20211247	Lomba 2027	4	1	1	PT XYZ	https://ptxyz.com	74
2028	MANDIRI20211247	Lomba 2028	2	2	4	PT XYZ	https://ptxyz.com	78
2029	MANDIRI20211248	Lomba 2029	1	3	1	PT XYZ	https://ptxyz.com	86
2030	MANDIRI20211248	Lomba 2030	5	1	3	PT XYZ	https://ptxyz.com	78
2031	MANDIRI20211249	Lomba 2031	5	2	3	PT XYZ	https://ptxyz.com	69
2032	MANDIRI20211249	Lomba 2032	5	3	2	PT XYZ	https://ptxyz.com	89
2033	MANDIRI20211250	Lomba 2033	2	2	3	PT XYZ	https://ptxyz.com	53
2034	MANDIRI20211250	Lomba 2034	4	2	1	PT XYZ	https://ptxyz.com	85
2035	MANDIRI20211253	Lomba 2035	2	1	2	PT XYZ	https://ptxyz.com	90
2036	MANDIRI20211253	Lomba 2036	4	1	2	PT XYZ	https://ptxyz.com	89
2037	MANDIRI20211254	Lomba 2037	5	1	3	PT XYZ	https://ptxyz.com	67
2038	MANDIRI20211254	Lomba 2038	3	2	4	PT XYZ	https://ptxyz.com	52
2039	MANDIRI20211255	Lomba 2039	5	1	2	PT XYZ	https://ptxyz.com	86
2040	MANDIRI20211255	Lomba 2040	1	3	4	PT XYZ	https://ptxyz.com	63
2041	MANDIRI20211256	Lomba 2041	3	1	1	PT XYZ	https://ptxyz.com	60
2042	MANDIRI20211256	Lomba 2042	2	4	4	PT XYZ	https://ptxyz.com	84
2043	MANDIRI20211257	Lomba 2043	1	2	4	PT XYZ	https://ptxyz.com	76
2044	MANDIRI20211257	Lomba 2044	3	3	1	PT XYZ	https://ptxyz.com	83
2045	MANDIRI20211258	Lomba 2045	3	2	3	PT XYZ	https://ptxyz.com	68
2046	MANDIRI20211258	Lomba 2046	1	3	1	PT XYZ	https://ptxyz.com	50
2047	MANDIRI20211259	Lomba 2047	5	3	4	PT XYZ	https://ptxyz.com	70
2048	MANDIRI20211259	Lomba 2048	5	3	4	PT XYZ	https://ptxyz.com	77
2049	MANDIRI20211260	Lomba 2049	4	2	4	PT XYZ	https://ptxyz.com	76
2050	MANDIRI20211260	Lomba 2050	3	2	4	PT XYZ	https://ptxyz.com	84
2051	MANDIRI20211261	Lomba 2051	5	3	1	PT XYZ	https://ptxyz.com	68
2052	MANDIRI20211261	Lomba 2052	2	4	3	PT XYZ	https://ptxyz.com	87
2053	MANDIRI20211262	Lomba 2053	5	4	2	PT XYZ	https://ptxyz.com	52
2054	MANDIRI20211262	Lomba 2054	2	3	1	PT XYZ	https://ptxyz.com	79
2055	MANDIRI20211263	Lomba 2055	2	3	1	PT XYZ	https://ptxyz.com	79
2056	MANDIRI20211263	Lomba 2056	5	1	4	PT XYZ	https://ptxyz.com	52
2057	MANDIRI20211265	Lomba 2057	5	1	4	PT XYZ	https://ptxyz.com	82
2058	MANDIRI20211265	Lomba 2058	5	1	1	PT XYZ	https://ptxyz.com	56
2059	MANDIRI20211266	Lomba 2059	4	3	2	PT XYZ	https://ptxyz.com	80
2060	MANDIRI20211266	Lomba 2060	5	2	1	PT XYZ	https://ptxyz.com	60
2061	MANDIRI20211267	Lomba 2061	1	3	1	PT XYZ	https://ptxyz.com	51
2062	MANDIRI20211267	Lomba 2062	3	4	4	PT XYZ	https://ptxyz.com	73
2063	MANDIRI20211268	Lomba 2063	4	3	2	PT XYZ	https://ptxyz.com	87
2064	MANDIRI20211268	Lomba 2064	1	2	2	PT XYZ	https://ptxyz.com	71
2065	MANDIRI20211269	Lomba 2065	4	3	4	PT XYZ	https://ptxyz.com	71
2066	MANDIRI20211269	Lomba 2066	5	3	1	PT XYZ	https://ptxyz.com	72
2067	MANDIRI20211270	Lomba 2067	1	2	3	PT XYZ	https://ptxyz.com	63
2068	MANDIRI20211270	Lomba 2068	3	4	4	PT XYZ	https://ptxyz.com	80
2069	MANDIRI20211271	Lomba 2069	2	1	3	PT XYZ	https://ptxyz.com	77
2070	MANDIRI20211271	Lomba 2070	2	3	2	PT XYZ	https://ptxyz.com	59
2071	MANDIRI20211272	Lomba 2071	2	2	2	PT XYZ	https://ptxyz.com	90
2072	MANDIRI20211272	Lomba 2072	4	3	4	PT XYZ	https://ptxyz.com	61
2073	MANDIRI20211273	Lomba 2073	1	2	3	PT XYZ	https://ptxyz.com	56
2074	MANDIRI20211273	Lomba 2074	3	2	2	PT XYZ	https://ptxyz.com	63
2075	MANDIRI20211274	Lomba 2075	1	1	4	PT XYZ	https://ptxyz.com	72
2076	MANDIRI20211274	Lomba 2076	5	2	3	PT XYZ	https://ptxyz.com	81
2077	MANDIRI20211275	Lomba 2077	2	4	3	PT XYZ	https://ptxyz.com	77
2078	MANDIRI20211275	Lomba 2078	5	3	3	PT XYZ	https://ptxyz.com	69
2079	MANDIRI20211276	Lomba 2079	2	4	2	PT XYZ	https://ptxyz.com	79
2080	MANDIRI20211276	Lomba 2080	1	3	3	PT XYZ	https://ptxyz.com	54
2081	MANDIRI20211277	Lomba 2081	1	2	3	PT XYZ	https://ptxyz.com	63
2082	MANDIRI20211277	Lomba 2082	4	4	4	PT XYZ	https://ptxyz.com	90
2083	MANDIRI20211279	Lomba 2083	3	2	4	PT XYZ	https://ptxyz.com	71
2084	MANDIRI20211279	Lomba 2084	5	3	2	PT XYZ	https://ptxyz.com	78
2085	MANDIRI20211281	Lomba 2085	4	3	3	PT XYZ	https://ptxyz.com	68
2086	MANDIRI20211281	Lomba 2086	1	4	2	PT XYZ	https://ptxyz.com	79
2087	MANDIRI20211282	Lomba 2087	4	3	1	PT XYZ	https://ptxyz.com	71
2088	MANDIRI20211282	Lomba 2088	5	1	2	PT XYZ	https://ptxyz.com	64
2089	MANDIRI20211283	Lomba 2089	4	2	4	PT XYZ	https://ptxyz.com	60
2090	MANDIRI20211283	Lomba 2090	4	2	1	PT XYZ	https://ptxyz.com	76
2091	MANDIRI20211284	Lomba 2091	3	1	4	PT XYZ	https://ptxyz.com	71
2092	MANDIRI20211284	Lomba 2092	5	1	1	PT XYZ	https://ptxyz.com	55
2093	MANDIRI20211286	Lomba 2093	2	1	2	PT XYZ	https://ptxyz.com	73
2094	MANDIRI20211286	Lomba 2094	4	2	4	PT XYZ	https://ptxyz.com	90
2095	MANDIRI20211288	Lomba 2095	1	1	3	PT XYZ	https://ptxyz.com	70
2096	MANDIRI20211288	Lomba 2096	3	4	3	PT XYZ	https://ptxyz.com	75
2097	MANDIRI20211289	Lomba 2097	4	4	3	PT XYZ	https://ptxyz.com	89
2098	MANDIRI20211289	Lomba 2098	1	3	2	PT XYZ	https://ptxyz.com	80
2099	MANDIRI20211290	Lomba 2099	5	1	2	PT XYZ	https://ptxyz.com	56
2100	MANDIRI20211290	Lomba 2100	4	3	2	PT XYZ	https://ptxyz.com	86
2101	MANDIRI20211291	Lomba 2101	4	2	4	PT XYZ	https://ptxyz.com	76
2102	MANDIRI20211291	Lomba 2102	4	3	3	PT XYZ	https://ptxyz.com	72
2103	MANDIRI20211292	Lomba 2103	3	1	4	PT XYZ	https://ptxyz.com	73
2104	MANDIRI20211292	Lomba 2104	4	1	2	PT XYZ	https://ptxyz.com	75
2105	MANDIRI20211294	Lomba 2105	1	1	4	PT XYZ	https://ptxyz.com	58
2106	MANDIRI20211294	Lomba 2106	5	2	3	PT XYZ	https://ptxyz.com	90
2107	MANDIRI20211295	Lomba 2107	4	1	2	PT XYZ	https://ptxyz.com	51
2108	MANDIRI20211295	Lomba 2108	4	2	1	PT XYZ	https://ptxyz.com	55
2109	MANDIRI20211296	Lomba 2109	2	2	2	PT XYZ	https://ptxyz.com	75
2110	MANDIRI20211296	Lomba 2110	5	4	4	PT XYZ	https://ptxyz.com	86
2111	MANDIRI20211297	Lomba 2111	2	4	3	PT XYZ	https://ptxyz.com	76
2112	MANDIRI20211297	Lomba 2112	3	2	3	PT XYZ	https://ptxyz.com	62
2113	MANDIRI20211298	Lomba 2113	3	1	2	PT XYZ	https://ptxyz.com	89
2114	MANDIRI20211298	Lomba 2114	2	1	3	PT XYZ	https://ptxyz.com	69
2115	MANDIRI20220003	Lomba 2115	5	4	4	PT XYZ	https://ptxyz.com	80
2116	MANDIRI20220003	Lomba 2116	1	4	1	PT XYZ	https://ptxyz.com	74
2117	MANDIRI20220004	Lomba 2117	4	4	2	PT XYZ	https://ptxyz.com	58
2118	MANDIRI20220004	Lomba 2118	4	4	2	PT XYZ	https://ptxyz.com	60
2119	MANDIRI20220006	Lomba 2119	3	4	2	PT XYZ	https://ptxyz.com	75
2120	MANDIRI20220006	Lomba 2120	3	2	3	PT XYZ	https://ptxyz.com	65
2121	MANDIRI20220008	Lomba 2121	3	2	2	PT XYZ	https://ptxyz.com	67
2122	MANDIRI20220008	Lomba 2122	3	2	3	PT XYZ	https://ptxyz.com	59
2123	MANDIRI20220010	Lomba 2123	5	2	2	PT XYZ	https://ptxyz.com	76
2124	MANDIRI20220010	Lomba 2124	5	4	3	PT XYZ	https://ptxyz.com	57
2125	MANDIRI20220011	Lomba 2125	3	4	3	PT XYZ	https://ptxyz.com	57
2126	MANDIRI20220011	Lomba 2126	5	3	2	PT XYZ	https://ptxyz.com	64
2127	MANDIRI20220012	Lomba 2127	1	1	3	PT XYZ	https://ptxyz.com	85
2128	MANDIRI20220012	Lomba 2128	3	3	2	PT XYZ	https://ptxyz.com	53
2129	MANDIRI20220013	Lomba 2129	4	2	4	PT XYZ	https://ptxyz.com	65
2130	MANDIRI20220013	Lomba 2130	4	3	4	PT XYZ	https://ptxyz.com	55
2131	MANDIRI20220014	Lomba 2131	1	4	4	PT XYZ	https://ptxyz.com	77
2132	MANDIRI20220014	Lomba 2132	4	1	3	PT XYZ	https://ptxyz.com	81
2133	MANDIRI20220015	Lomba 2133	3	1	1	PT XYZ	https://ptxyz.com	76
2134	MANDIRI20220015	Lomba 2134	3	1	1	PT XYZ	https://ptxyz.com	73
2135	MANDIRI20220016	Lomba 2135	2	2	2	PT XYZ	https://ptxyz.com	77
2136	MANDIRI20220016	Lomba 2136	2	3	1	PT XYZ	https://ptxyz.com	64
2137	MANDIRI20220017	Lomba 2137	2	3	4	PT XYZ	https://ptxyz.com	54
2138	MANDIRI20220017	Lomba 2138	5	1	2	PT XYZ	https://ptxyz.com	65
2139	MANDIRI20220018	Lomba 2139	4	4	3	PT XYZ	https://ptxyz.com	52
2140	MANDIRI20220018	Lomba 2140	1	4	1	PT XYZ	https://ptxyz.com	85
2141	MANDIRI20220019	Lomba 2141	2	2	1	PT XYZ	https://ptxyz.com	68
2142	MANDIRI20220019	Lomba 2142	1	1	3	PT XYZ	https://ptxyz.com	53
2143	MANDIRI20220021	Lomba 2143	3	1	1	PT XYZ	https://ptxyz.com	68
2144	MANDIRI20220021	Lomba 2144	4	3	1	PT XYZ	https://ptxyz.com	54
2145	MANDIRI20220022	Lomba 2145	2	4	4	PT XYZ	https://ptxyz.com	59
2146	MANDIRI20220022	Lomba 2146	2	1	3	PT XYZ	https://ptxyz.com	63
2147	MANDIRI20220023	Lomba 2147	2	4	2	PT XYZ	https://ptxyz.com	82
2148	MANDIRI20220023	Lomba 2148	2	1	4	PT XYZ	https://ptxyz.com	68
2149	MANDIRI20220024	Lomba 2149	5	3	2	PT XYZ	https://ptxyz.com	61
2150	MANDIRI20220024	Lomba 2150	4	4	3	PT XYZ	https://ptxyz.com	78
2151	MANDIRI20220025	Lomba 2151	1	4	4	PT XYZ	https://ptxyz.com	83
2152	MANDIRI20220025	Lomba 2152	1	3	1	PT XYZ	https://ptxyz.com	57
2153	MANDIRI20220026	Lomba 2153	3	3	3	PT XYZ	https://ptxyz.com	53
2154	MANDIRI20220026	Lomba 2154	2	2	1	PT XYZ	https://ptxyz.com	65
2155	MANDIRI20220027	Lomba 2155	3	4	3	PT XYZ	https://ptxyz.com	60
2156	MANDIRI20220027	Lomba 2156	4	3	4	PT XYZ	https://ptxyz.com	64
2157	MANDIRI20220028	Lomba 2157	1	4	4	PT XYZ	https://ptxyz.com	64
2158	MANDIRI20220028	Lomba 2158	5	1	1	PT XYZ	https://ptxyz.com	51
2159	MANDIRI20220029	Lomba 2159	4	1	3	PT XYZ	https://ptxyz.com	50
2160	MANDIRI20220029	Lomba 2160	1	4	2	PT XYZ	https://ptxyz.com	59
2161	MANDIRI20220030	Lomba 2161	1	4	4	PT XYZ	https://ptxyz.com	76
2162	MANDIRI20220030	Lomba 2162	3	1	2	PT XYZ	https://ptxyz.com	79
2163	MANDIRI20220031	Lomba 2163	1	3	1	PT XYZ	https://ptxyz.com	59
2164	MANDIRI20220031	Lomba 2164	2	2	3	PT XYZ	https://ptxyz.com	72
2165	MANDIRI20220034	Lomba 2165	2	4	4	PT XYZ	https://ptxyz.com	75
2166	MANDIRI20220034	Lomba 2166	3	2	3	PT XYZ	https://ptxyz.com	78
2167	MANDIRI20220035	Lomba 2167	2	4	4	PT XYZ	https://ptxyz.com	55
2168	MANDIRI20220035	Lomba 2168	1	3	2	PT XYZ	https://ptxyz.com	62
2169	MANDIRI20220036	Lomba 2169	2	1	3	PT XYZ	https://ptxyz.com	55
2170	MANDIRI20220036	Lomba 2170	2	1	1	PT XYZ	https://ptxyz.com	90
2171	MANDIRI20220038	Lomba 2171	2	2	2	PT XYZ	https://ptxyz.com	63
2172	MANDIRI20220038	Lomba 2172	1	2	2	PT XYZ	https://ptxyz.com	76
2173	MANDIRI20220039	Lomba 2173	3	4	1	PT XYZ	https://ptxyz.com	86
2174	MANDIRI20220039	Lomba 2174	2	4	3	PT XYZ	https://ptxyz.com	65
